Frente;Verso
Por que 2 × 2 × 6 × 43 não é fatoração em fatores primos de 1.032?;Porque 6 não é número primo. Ele ainda deve ser decomposto em 2 × 3.<br><br><i>Fonte: Questão FUNDATEC — 1.032 em fatores primos</i><hr><b>BIZU:</b> Fatoração prima só aceita primos na multiplicação.
Por que 4 × 6 × 43 não é fatoração em fatores primos de 1.032?;Porque 4 e 6 não são números primos. Eles ainda podem ser decompostos.<br><br><i>Fonte: Questão FUNDATEC — 1.032 em fatores primos</i><hr><b>BIZU:</b> Se o fator ainda desmonta, a fatoração não acabou.
Por que 86 × 2 × 2 × 3 não é fatoração em fatores primos de 1.032?;Porque 86 não é primo, já que 86 = 2 × 43.<br><br><i>Fonte: Questão FUNDATEC — 1.032 em fatores primos</i><hr><b>BIZU:</b> Número par maior que 2 nunca é primo.
Na questão FUNDATEC, por que 64 = 2 × 4 × 2 × 4 está incorreta como fatoração prima?;Porque 4 não é número primo. A fatoração prima correta é 64 = 2 × 2 × 2 × 2 × 2 × 2.<br><br><i>Fonte: Questão FUNDATEC — Fatorações corretas e incorretas</i><hr><b>BIZU:</b> A conta até dá 64, mas não é fatoração prima.
Na questão FUNDATEC, por que 32 = 2 × 2 × 2 × 2 × 2 está correta como fatoração prima?;Porque todos os fatores são primos e o produto resulta em 32.<br><br><i>Fonte: Questão FUNDATEC — Fatorações corretas e incorretas</i><hr><b>BIZU:</b> Todos são 2, e 2 é primo. Fatoração perfeita.
Na questão FUNDATEC, por que 45 = 9 × 5 está incorreta como fatoração prima?;Porque 9 não é primo. O correto é 45 = 3 × 3 × 5.<br><br><i>Fonte: Questão FUNDATEC — Fatorações corretas e incorretas</i><hr><b>BIZU:</b> 9 precisa quebrar em 3 × 3.
Na questão FUNDATEC, por que 50 = 2 × 5 × 5 está correta como fatoração prima?;Porque 2, 5 e 5 são primos e o produto é 50.<br><br><i>Fonte: Questão FUNDATEC — Fatorações corretas e incorretas</i><hr><b>BIZU:</b> 50 = 2 × 25, e 25 = 5 × 5.
Na questão FUNDATEC das fatorações 64, 32, 45 e 50, qual é a sequência correta?;A sequência correta é I, C, I, C.<br><br>64 = 2 × 4 × 2 × 4 está incorreta.<br>32 = 2 × 2 × 2 × 2 × 2 está correta.<br>45 = 9 × 5 está incorreta.<br>50 = 2 × 5 × 5 está correta.<br><br><i>Fonte: Questão FUNDATEC — Fatorações corretas e incorretas</i><hr><b>BIZU:</b> A pergunta não é só se a multiplicação dá certo. É se todos os fatores são primos.
Como identificar rapidamente se uma fatoração prima está incorreta?;Procure se apareceu algum fator composto, como 4, 6, 8, 9, 10, 12, 25, 49 ou 86.<br><br><i>Fonte: Questões FUNDATEC — Fatoração</i><hr><b>BIZU:</b> Apareceu composto na fatoração final, está incompleta.
O que significa dizer que a fatoração está <b>completa</b>?;Significa que todos os fatores da multiplicação são números primos.<br><br><i>Fonte: Aula Bônus 4 — Fatoração</i><hr><b>BIZU:</b> Fatoração completa não deixa número composto vivo.
Qual é o erro comum ao fatorar um número?;Parar a decomposição cedo demais, deixando fatores compostos na resposta final.<br><br><i>Fonte: Questões FUNDATEC — Fatoração</i><hr><b>BIZU:</b> Se ainda dá para quebrar, ainda não acabou.
Como usar fatoração para descobrir divisores?;Depois de fatorar o número, combine seus fatores para formar divisores possíveis.<br><br><i>Fonte: Aula Bônus 4 — Fatoração</i><hr><b>BIZU:</b> Os divisores saem das combinações dos fatores primos.
Quais são os divisores positivos de 36?;Os divisores positivos de 36 são 1, 2, 3, 4, 6, 9, 12, 18 e 36.<br><br><i>Fonte: Questão FUNDATEC — Divisores de 36</i><hr><b>BIZU:</b> 36 tem mais do que 5 divisores.
Na questão FUNDATEC, o que é correto afirmar sobre a quantidade de divisores de 36?;É correto afirmar que 36 possui mais do que 5 divisores.<br><br><i>Fonte: Questão FUNDATEC — Divisores de 36</i><hr><b>BIZU:</b> Liste pares de multiplicação: 1×36, 2×18, 3×12, 4×9, 6×6.
Como a fatoração de 36 ajuda a entender seus divisores?;Como 36 = 2² × 3², seus divisores são combinações de potências de 2 e de 3.<br><br><i>Fonte: Questão FUNDATEC — Divisores de 36</i><hr><b>BIZU:</b> Divisor de 36 só pode usar 2 até o expoente 2 e 3 até o expoente 2.
Qual é a relação entre fatoração e simplificação de frações?;Para simplificar frações, fatoramos numerador e denominador e cortamos fatores comuns.<br><br><i>Fonte: Ponte entre Fatoração e Frações</i><hr><b>BIZU:</b> Cortar só é seguro quando estamos cortando fatores, não parcelas.
Como simplificar 12/18 usando fatoração?;12 = 2 × 2 × 3 e 18 = 2 × 3 × 3. Cortando os fatores comuns 2 e 3, sobra 2/3.<br><br><i>Fonte: Ponte entre Fatoração e Frações</i><hr><b>BIZU:</b> 12/18 simplifica por 6 e vira 2/3.
Como simplificar 24/36 usando fatoração?;24 = 2³ × 3 e 36 = 2² × 3². Cortando 2² × 3, sobra 2/3.<br><br><i>Fonte: Ponte entre Fatoração e Frações</i><hr><b>BIZU:</b> Fatoração mostra o maior corte possível.
Qual é a diferença entre <b>dividir por um divisor comum</b> e <b>fatorar</b>?;Dividir por um divisor comum simplifica diretamente. Fatorar mostra todos os fatores primos antes da simplificação.<br><br><i>Fonte: Ponte entre Fatoração e Simplificação</i><hr><b>BIZU:</b> Divisor comum é atalho. Fatoração é método completo.
Qual é a ponte entre fatoração e MMC?;O MMC é construído a partir dos fatores primos necessários para conter todos os números envolvidos.<br><br><i>Fonte: Aula Bônus 4 — Por que devemos fatorar?</i><hr><b>BIZU:</b> MMC é o menor número que carrega todos os fatores necessários.
Qual é a ponte entre fatoração e MDC?;O MDC é construído pelos fatores primos comuns aos números envolvidos.<br><br><i>Fonte: Aula Bônus 4 — Por que devemos fatorar?</i><hr><b>BIZU:</b> MDC é o que os números têm em comum.
Qual é a principal diferença mental entre MMC e MDC?;MMC olha para reunir fatores necessários. MDC olha para pegar apenas fatores comuns.<br><br><i>Fonte: Aula Bônus 4 — Fatoração aplicada a MMC e MDC</i><hr><b>BIZU:</b> MMC reúne. MDC encontra o comum.
Por que fatoração deve vir antes de raízes mais difíceis?;Porque raízes exigem formar grupos iguais de fatores, e a fatoração mostra exatamente esses grupos.<br><br><i>Fonte: Aula Bônus 4 e Aula Bônus 5 — Fatoração e Raízes</i><hr><b>BIZU:</b> Sem fatorar, a raiz fica escondida.
Como a fatoração ajuda a calcular √144?;144 = 2⁴ × 3². A raiz quadrada extrai pares: √144 = 2² × 3 = 12.<br><br><i>Fonte: Ponte entre Fatoração e Radiciação</i><hr><b>BIZU:</b> Raiz quadrada tira um fator de cada par.
Como a fatoração ajuda a calcular ∛216?;216 = 2³ × 3³. A raiz cúbica extrai trios: ∛216 = 2 × 3 = 6.<br><br><i>Fonte: Ponte entre Fatoração e Radiciação</i><hr><b>BIZU:</b> Raiz cúbica tira um fator de cada trio.
Qual é a armadilha central em questões de fatoração prima?;Confundir multiplicação que dá o número com fatoração em fatores primos.<br><br><i>Fonte: Questão FUNDATEC — Fatoração</i><hr><b>BIZU:</b> Não basta o produto estar certo. Todos os fatores precisam ser primos.
Qual é a melhor ordem para fatorar um número em prova?;Comece pelos menores primos: 2, 3, 5, 7, 11, 13 e continue enquanto for possível.<br><br><i>Fonte: Aula Bônus 4 — Números Primos</i><hr><b>BIZU:</b> Fatoração é descida por primos pequenos primeiro.
Quando devo testar o fator 2 na fatoração?;Quando o número for par.<br><br><i>Fonte: Aula Bônus 4 + Critérios de Divisibilidade</i><hr><b>BIZU:</b> Final 0, 2, 4, 6 ou 8, comece pelo 2.
Quando devo testar o fator 3 na fatoração?;Quando a soma dos algarismos for múltipla de 3.<br><br><i>Fonte: Aula Bônus 4 + Critérios de Divisibilidade</i><hr><b>BIZU:</b> Soma dos algarismos é radar do 3.
Quando devo testar o fator 5 na fatoração?;Quando o número terminar em 0 ou 5.<br><br><i>Fonte: Aula Bônus 4 + Critérios de Divisibilidade</i><hr><b>BIZU:</b> Final 0 ou 5 chama o fator 5.
