Frente;Verso
Na equação <b>x² - 11x + 28 = 0</b>, qual é o produto das raízes?;O produto das raízes é 28.<br><br><i>Fonte: Raciocínio Aritmético — Questão 1</i><hr><b>BIZU:</b> Quando a = 1, o produto das raízes é o próprio c.
Resolva <b>x² - 5x + 4 = 0</b>.;As raízes são 1 e 4.<br><br><i>Fonte: Aula Bônus 15 — Gabarito, item a</i><hr><b>BIZU:</b> 1 × 4 = 4 e 1 + 4 = 5.
Resolva <b>x² - 3x + 4 = 0</b>.;Não existem raízes reais.<br><br><i>Fonte: Aula Bônus 15 — Gabarito, item b</i><hr><b>BIZU:</b> Delta negativo. Sem solução real.
Resolva <b>x² - 4x + 4 = 0</b>.;A raiz é 2, com raiz dupla.<br><br><i>Fonte: Aula Bônus 15 — Gabarito, item c</i><hr><b>BIZU:</b> x² - 4x + 4 = (x - 2)².
Resolva <b>4x² - 4 = 0</b>.;As raízes são 1 e -1.<br><br><i>Fonte: Aula Bônus 15 — Gabarito, item d</i><hr><b>BIZU:</b> 4x² = 4, então x² = 1.
Resolva <b>9x² - 36 = 0</b>.;As raízes são 2 e -2.<br><br><i>Fonte: Aula Bônus 15 — Gabarito, item e</i><hr><b>BIZU:</b> 9x² = 36, então x² = 4.
Resolva <b>27 - 3x² = 0</b>.;As raízes são 3 e -3.<br><br><i>Fonte: Aula Bônus 15 — Gabarito, item f</i><hr><b>BIZU:</b> 3x² = 27, então x² = 9.
Resolva <b>x² + 5x = 0</b>.;As raízes são 0 e -5.<br><br><i>Fonte: Aula Bônus 15 — Gabarito, item g</i><hr><b>BIZU:</b> Coloque x em evidência: x(x + 5) = 0.
Resolva <b>x² - 2x = 0</b>.;As raízes são 0 e 2.<br><br><i>Fonte: Aula Bônus 15 — Gabarito, item h</i><hr><b>BIZU:</b> x(x - 2) = 0.
Resolva <b>x.(x + 3) = 5x</b>.;As raízes são 0 e 2.<br><br><i>Fonte: Aula Bônus 15 — Gabarito, item i</i><hr><b>BIZU:</b> Leve tudo para o mesmo lado: x² + 3x - 5x = 0, então x² - 2x = 0.
Resolva <b>(9x + 3)/3 - (7x² + 14)/7 = 1</b>.;As raízes são 1 e 2.<br><br><i>Fonte: Aula Bônus 15 — Gabarito, item j</i><hr><b>BIZU:</b> Simplifique as frações algébricas antes de resolver a equação.
Na equação <b>2x² + 2x - 4 = 0</b>, quais são as soluções?;As soluções são x = 1 e x = -2.<br><br><i>Fonte: Raciocínio Aritmético — Questão 2</i><hr><b>BIZU:</b> Antes de Bhaskara, dá para dividir tudo por 2 e simplificar a equação.
Qual é o produto das raízes de <b>x² + 2x - 35 = 0</b>?;O produto das raízes é -35.<br><br><i>Fonte: Raciocínio Aritmético — Questão 3</i><hr><b>BIZU:</b> Produto das raízes é c/a. Aqui c = -35 e a = 1.
Qual é o produto das raízes de <b>x² + 3x - 4 = 0</b>?;O produto das raízes é -4.<br><br><i>Fonte: Raciocínio Aritmético — Questão 4</i><hr><b>BIZU:</b> Não precisa resolver as raízes se a questão pede só o produto.
Na equação <b>x² + 2x - 3 = 0</b>, com x1 > x2, quanto vale x1/x2?;Vale -1/3.<br><br>As raízes são 1 e -3. Como x1 > x2, x1 = 1 e x2 = -3.<br><br><i>Fonte: Raciocínio Aritmético — Questão 5</i><hr><b>BIZU:</b> Ordem das raízes importa quando a questão define x1 > x2.
Quais são as raízes de <b>x² + x - 12 = 0</b>?;As raízes são 3 e -4.<br><br><i>Fonte: Raciocínio Aritmético — Questão 6</i><hr><b>BIZU:</b> 3 × -4 = -12 e 3 + -4 = -1, que corresponde a b = 1 pela soma -b.
Na equação <b>x² - 3x - 10 = 0</b>, o que se pode afirmar sobre as raízes?;Uma raiz é natural e a outra é inteira.<br><br>As raízes são 5 e -2.<br><br><i>Fonte: Raciocínio Aritmético — Questão 7</i><hr><b>BIZU:</b> Raiz negativa não é natural, mas é inteira.
Como montar a equação: “um número é tal que, se do seu quadrado subtrairmos o triplo do seu antecedente, obtemos a unidade”?;Se o número é x, o antecedente é x - 1. A equação é <b>x² - 3(x - 1) = 1</b>.<br><br><i>Fonte: Raciocínio Aritmético — Questão 8</i><hr><b>BIZU:</b> Antecedente de x é x - 1.
Na questão do número cujo quadrado menos o triplo do antecedente é 1, quais são os números?;Os números são 1 e 2.<br><br><i>Fonte: Raciocínio Aritmético — Questão 8</i><hr><b>BIZU:</b> x² - 3(x - 1) = 1 vira x² - 3x + 2 = 0.
Como montar a questão da idade: “há oito anos, o quadrado da minha idade era igual ao décuplo da idade que terei daqui a doze anos”?;Se a idade atual é x, a equação é <b>(x - 8)² = 10(x + 12)</b>.<br><br><i>Fonte: Raciocínio Aritmético — Questão 9</i><hr><b>BIZU:</b> Há oito anos é x - 8. Daqui a doze anos é x + 12.
Na questão da idade, qual é a idade atual?;A idade atual é 28 anos.<br><br><i>Fonte: Raciocínio Aritmético — Questão 9</i><hr><b>BIZU:</b> A equação gera 28 e -2, mas idade negativa não serve.
Como montar a questão do rádio de R$ 280,00 dividido igualmente, em que 3 desistiram e a quota aumentou R$ 12,00?;Se havia x rapazes, a nova quota é 280/(x - 3) e a antiga era 280/x. A equação é <b>280/(x - 3) = 280/x + 12</b>.<br><br><i>Fonte: Raciocínio Aritmético — Questão 10</i><hr><b>BIZU:</b> Quando pessoas desistem, o denominador diminui e a quota aumenta.
Na questão do rádio de R$ 280,00, quantos eram os rapazes?;Eram 10 rapazes.<br><br><i>Fonte: Raciocínio Aritmético — Questão 10</i><hr><b>BIZU:</b> A equação gera x² - 3x - 70 = 0, cujas raízes são 10 e -7. Quantidade de pessoas não pode ser negativa.
Qual é a principal armadilha em questões sobre <b>produto das raízes</b>?;Resolver toda a equação sem necessidade. Se a questão pede apenas o produto, use c/a.<br><br><i>Fonte: Raciocínio Aritmético — Questões 1, 3 e 4</i><hr><b>BIZU:</b> Produto das raízes é atalho de prova.
Qual é a principal armadilha em equação do 2º grau incompleta sem termo independente?;Esquecer da raiz zero ao colocar x em evidência.<br><br><i>Fonte: Aula Bônus 15 — Equações incompletas</i><hr><b>BIZU:</b> Se aparece x em todos os termos, uma das raízes pode ser zero.
Qual é a principal armadilha em equação do tipo <b>x² = número</b>?;Responder apenas a raiz positiva e esquecer a negativa.<br><br><i>Fonte: Aula Bônus 15 — Equações incompletas</i><hr><b>BIZU:</b> x² = 9 gera x = 3 e x = -3.
Qual é a ponte entre <b>equação do 1º grau</b> e <b>equação do 2º grau</b>?;Na equação do 1º grau, o maior expoente da incógnita é 1. Na equação do 2º grau, o maior expoente é 2.<br><br><i>Fonte: Aula Bônus 14 e Aula Bônus 15</i><hr><b>BIZU:</b> O grau da equação vem do maior expoente do x.
Qual é a ponte entre <b>fatoração</b> e <b>equação do 2º grau</b>?;Muitas equações do 2º grau podem ser resolvidas fatorando, especialmente quando há fator comum ou produto notável.<br><br><i>Fonte: Aula Bônus 4 e Aula Bônus 15</i><hr><b>BIZU:</b> Fatoração pode evitar Bhaskara.
Qual é a ponte entre <b>potenciação</b> e <b>equação do 2º grau</b>?;Equações do 2º grau usam x², e muitos casos exigem tirar raiz quadrada para encontrar x.<br><br><i>Fonte: Aula Bônus 8 e Aula Bônus 15</i><hr><b>BIZU:</b> x² é potência. Resolver muitas vezes exige raiz.
