Frente;Verso
O que significa <b>todo A é B</b> em linguagem lógica?;Significa que, para todo x, se x é A, então x é B.<br><br><i>Fonte: Lógica de Primeira Ordem</i><hr><b>BIZU:</b> Todo A é B vira condicional.
Como simbolizar <b>todo homem é forte</b>?;<b>∀x (H(x) → F(x))</b>.<br><br><i>Fonte: Lógica de Primeira Ordem</i><hr><b>BIZU:</b> Todo usa ∀ e “se é homem então é forte”.
Por que <b>todo homem é forte</b> vira condicional?;Porque a frase diz que qualquer elemento que seja homem deve ser forte.<br><br><i>Fonte: Lógica de Primeira Ordem</i><hr><b>BIZU:</b> Primeiro filtra homem, depois exige forte.
Qual é a leitura natural de <b>∀x (H(x) → F(x))</b>?;Todo homem é forte.<br><br><i>Fonte: Lógica de Primeira Ordem</i><hr><b>BIZU:</b> Se é H, então é F.
O que significa <b>algum A é B</b> em linguagem lógica?;Significa que existe pelo menos um x que é A e também é B.<br><br><i>Fonte: Lógica de Primeira Ordem</i><hr><b>BIZU:</b> Algum usa existência e conjunção.
Como simbolizar <b>algum homem é forte</b>?;<b>∃x (H(x) ∧ F(x))</b>.<br><br><i>Fonte: Lógica de Primeira Ordem</i><hr><b>BIZU:</b> Algum H é F vira existe H e F.
Qual é a leitura natural de <b>∃x (H(x) ∧ F(x))</b>?;Algum homem é forte.<br><br><i>Fonte: Lógica de Primeira Ordem</i><hr><b>BIZU:</b> Existe alguém que é homem e forte.
O que significa <b>algum A não é B</b> em linguagem lógica?;Significa que existe pelo menos um x que é A e não é B.<br><br><i>Fonte: Lógica de Primeira Ordem</i><hr><b>BIZU:</b> Algum não é = existe contraexemplo.
Como simbolizar <b>algum homem não é forte</b>?;<b>∃x (H(x) ∧ ¬F(x))</b>.<br><br><i>Fonte: Lógica de Primeira Ordem</i><hr><b>BIZU:</b> Existe homem e não forte.
Qual é a leitura natural de <b>∃x (H(x) ∧ ¬F(x))</b>?;Algum homem não é forte.<br><br><i>Fonte: Lógica de Primeira Ordem</i><hr><b>BIZU:</b> Pelo menos um H ficou fora de F.
O que significa <b>nem todo A é B</b>?;Significa que existe pelo menos um A que não é B.<br><br><i>Fonte: Lógica de Primeira Ordem</i><hr><b>BIZU:</b> Nem todo é igual a algum não é.
Como simbolizar <b>nem todo homem é forte</b>?;<b>∃x (H(x) ∧ ¬F(x))</b>.<br><br><i>Fonte: Lógica de Primeira Ordem</i><hr><b>BIZU:</b> Nem todo pede contraexemplo.
O que significa <b>nenhum A é B</b>?;Significa que não existe elemento que seja A e B ao mesmo tempo.<br><br><i>Fonte: Lógica de Primeira Ordem</i><hr><b>BIZU:</b> Nenhum elimina a interseção.
Como simbolizar <b>nenhum homem é forte</b>?;<b>¬∃x (H(x) ∧ F(x))</b>.<br><br><i>Fonte: Lógica de Primeira Ordem</i><hr><b>BIZU:</b> Não existe homem forte.
Qual é outra forma de simbolizar <b>nenhum homem é forte</b>?;<b>∀x (H(x) → ¬F(x))</b>.<br><br><i>Fonte: Complemento didático autoral</i><hr><b>BIZU:</b> Se é homem, então não é forte.
Qual é a leitura natural de <b>¬∃x (H(x) ∧ F(x))</b>?;Nenhum homem é forte.<br><br><i>Fonte: Lógica de Primeira Ordem</i><hr><b>BIZU:</b> Não há H dentro de F.
O que significa <b>todo A não é B</b>?;Significa que nenhum A é B.<br><br><i>Fonte: Lógica de Primeira Ordem</i><hr><b>BIZU:</b> Todo A não é B equivale a nenhum A é B.
Como simbolizar <b>todo homem não é forte</b>?;<b>∀x (H(x) → ¬F(x))</b>, ou equivalentemente <b>¬∃x (H(x) ∧ F(x))</b>.<br><br><i>Fonte: Lógica de Primeira Ordem</i><hr><b>BIZU:</b> Todo homem não forte = nenhum homem forte.
Qual é a negação de <b>todo A é B</b>?;<b>Algum A não é B</b>.<br><br><i>Fonte: Lógica de Primeira Ordem</i><hr><b>BIZU:</b> Para derrubar “todo”, basta um contraexemplo.
Qual é a negação de <b>todo homem é fiel</b>?;<b>Algum homem não é fiel</b>.<br><br><i>Fonte: Diagrama de Venn – Quantificadores</i><hr><b>BIZU:</b> Um homem infiel já derruba o todo.
Qual é a negação de <b>todo corintiano é fanático</b>?;<b>Algum corintiano não é fanático</b>.<br><br><i>Fonte: Diagrama de Venn – Quantificadores</i><hr><b>BIZU:</b> Todo cai com pelo menos um fora.
Qual é a negação de <b>∀x (A(x) → B(x))</b>?;<b>∃x (A(x) ∧ ¬B(x))</b>.<br><br><i>Fonte: Lógica de Primeira Ordem</i><hr><b>BIZU:</b> Negar todo condicional gera um caso A e não B.
Por que a negação de <b>todo A é B</b> não é <b>nenhum A é B</b>?;Porque para negar que todos são B, basta existir pelo menos um A que não seja B. Não é preciso negar todos.<br><br><i>Fonte: Complemento didático autoral</i><hr><b>BIZU:</b> Negar “todos” não significa “nenhum”.
Qual é a negação de <b>nenhum A é B</b>?;<b>Algum A é B</b>.<br><br><i>Fonte: Lógica de Primeira Ordem</i><hr><b>BIZU:</b> Para derrubar “nenhum”, basta um exemplo.
Qual é a negação de <b>nenhum homem é uma ilha</b>?;<b>Algum homem é uma ilha</b>.<br><br><i>Fonte: Diagrama de Venn – Quantificadores</i><hr><b>BIZU:</b> Nenhum cai com pelo menos um.
Qual é a negação de <b>nenhum corintiano é fanático</b>?;<b>Algum corintiano é fanático</b>.<br><br><i>Fonte: Diagrama de Venn – Quantificadores</i><hr><b>BIZU:</b> Um caso positivo derruba o nenhum.
Qual é a negação de <b>¬∃x (A(x) ∧ B(x))</b>?;<b>∃x (A(x) ∧ B(x))</b>.<br><br><i>Fonte: Lógica de Primeira Ordem</i><hr><b>BIZU:</b> Negar “não existe” vira “existe”.
Qual é a negação de <b>algum A é B</b>?;<b>Nenhum A é B</b>.<br><br><i>Fonte: Lógica de Primeira Ordem</i><hr><b>BIZU:</b> Para negar algum, elimine todos os exemplos.
Qual é a negação de <b>algum assistente social acompanhou o julgamento</b>?;<b>Nenhum assistente social acompanhou o julgamento</b>.<br><br><i>Fonte: Diagrama de Venn – Quantificadores</i><hr><b>BIZU:</b> Algum é existência. Negar existência vira nenhum.
Qual é a negação de <b>∃x (A(x) ∧ B(x))</b>?;<b>¬∃x (A(x) ∧ B(x))</b>, equivalente a nenhum A é B.<br><br><i>Fonte: Lógica de Primeira Ordem</i><hr><b>BIZU:</b> Não existe A que seja B.
Qual é a negação de <b>algum A não é B</b>?;<b>Todo A é B</b>.<br><br><i>Fonte: Diagrama de Venn – Quantificadores</i><hr><b>BIZU:</b> Negar contraexemplo restaura o todo.
Qual é a negação de <b>algum paciente não foi vacinado</b>?;<b>Todos os pacientes foram vacinados</b>.<br><br><i>Fonte: Diagrama de Venn – Quantificadores</i><hr><b>BIZU:</b> Se não existe paciente não vacinado, todos foram vacinados.
Qual é a negação de <b>∃x (A(x) ∧ ¬B(x))</b>?;<b>∀x (A(x) → B(x))</b>.<br><br><i>Fonte: Lógica de Primeira Ordem</i><hr><b>BIZU:</b> Negar algum A fora de B vira todo A dentro de B.
Qual é o par de negação de <b>todo é</b>?;<b>Algum não é</b>.<br><br><i>Fonte: Lógica de Primeira Ordem</i><hr><b>BIZU:</b> Todo é nega com algum não é.
Qual é o par de negação de <b>nenhum é</b>?;<b>Algum é</b>.<br><br><i>Fonte: Lógica de Primeira Ordem</i><hr><b>BIZU:</b> Nenhum é nega com algum é.
Qual é o par de negação de <b>algum é</b>?;<b>Nenhum é</b>.<br><br><i>Fonte: Diagrama de Venn – Quantificadores</i><hr><b>BIZU:</b> Algum é nega com nenhum é.
Qual é o par de negação de <b>algum não é</b>?;<b>Todo é</b>.<br><br><i>Fonte: Diagrama de Venn – Quantificadores</i><hr><b>BIZU:</b> Algum fora nega com todo dentro.
O que significa <b>pelo menos um</b> em lógica de primeira ordem?;Significa “algum” ou “existe pelo menos um”.<br><br><i>Fonte: Lógica de Primeira Ordem</i><hr><b>BIZU:</b> Pelo menos um é existencial.
O que significa <b>existe um que não é</b>?;É uma forma de dizer “algum não é”.<br><br><i>Fonte: Lógica de Primeira Ordem</i><hr><b>BIZU:</b> Existe fora = algum não é.
O que significa <b>existe um que é</b>?;É uma forma de dizer “algum é”.<br><br><i>Fonte: Lógica de Primeira Ordem</i><hr><b>BIZU:</b> Existe dentro = algum é.
A expressão <b>nem todo</b> equivale a quê?;<b>Algum não é</b>.<br><br><i>Fonte: Lógica de Primeira Ordem</i><hr><b>BIZU:</b> Nem todo é contraexemplo.
A frase <b>nem todo carneiro é dócil</b> equivale a quê?;<b>Algum carneiro não é dócil</b>.<br><br><i>Fonte: Lógica de Primeira Ordem</i><hr><b>BIZU:</b> Nem todo C é D vira existe C e não D.
Como simbolizar <b>nem todo carneiro é dócil</b>?;<b>∃x (C(x) ∧ ¬D(x))</b>.<br><br><i>Fonte: Lógica de Primeira Ordem</i><hr><b>BIZU:</b> A banca ama essa conversão.
Como simbolizar <b>qualquer aluno que sabe lógica ou filosofia será aprovado</b>?;<b>∀x ((p(x) ∨ q(x)) → r(x))</b>.<br><br><i>Fonte: Lógica de Primeira Ordem</i><hr><b>BIZU:</b> Qualquer que seja = ∀. Se sabe uma das duas, então aprova.
Na frase <b>qualquer que seja o aluno, se sabe lógica ou filosofia, então será aprovado</b>, qual quantificador aparece?;<b>Universal</b>, indicado por ∀.<br><br><i>Fonte: Lógica de Primeira Ordem</i><hr><b>BIZU:</b> Qualquer que seja aponta para todos.
Na frase <b>algumas pessoas de mais idade são mais estudiosas que todos os jovens</b>, quais quantificadores aparecem?;Aparecem o existencial para “algumas pessoas de mais idade” e o universal para “todos os jovens”.<br><br><i>Fonte: Lógica de Primeira Ordem</i><hr><b>BIZU:</b> Algumas = ∃. Todos = ∀.
Qual é a estrutura de <b>existe x tal que para todo y ocorre uma propriedade</b>?;<b>∃x ∀y</b> seguido da relação entre x e y.<br><br><i>Fonte: Lógica de Primeira Ordem</i><hr><b>BIZU:</b> Primeiro existe alguém, depois compara com todos.
A ordem dos quantificadores <b>∃x ∀y</b> e <b>∀y ∃x</b> pode mudar o sentido?;<b>Sim</b>. A ordem dos quantificadores pode alterar completamente o significado da proposição.<br><br><i>Fonte: Complemento didático autoral</i><hr><b>BIZU:</b> Existe um para todos não é o mesmo que para cada um existe um.
O que significa <b>∀x (P(x) → Q(x))</b>?;Todo elemento que possui a propriedade P também possui a propriedade Q.<br><br><i>Fonte: Lógica de Primeira Ordem</i><hr><b>BIZU:</b> Todo P é Q.
O que significa <b>∃x (P(x) ∧ Q(x))</b>?;Existe pelo menos um elemento que possui P e Q ao mesmo tempo.<br><br><i>Fonte: Lógica de Primeira Ordem</i><hr><b>BIZU:</b> Algum P é Q.
O que significa <b>∃x (P(x) ∧ ¬Q(x))</b>?;Existe pelo menos um elemento que possui P e não possui Q.<br><br><i>Fonte: Lógica de Primeira Ordem</i><hr><b>BIZU:</b> Algum P não é Q.
O que significa <b>¬∃x (P(x) ∧ Q(x))</b>?;Não existe elemento que possua P e Q ao mesmo tempo.<br><br><i>Fonte: Lógica de Primeira Ordem</i><hr><b>BIZU:</b> Nenhum P é Q.
Qual é a pegadinha ao simbolizar <b>todo P é Q</b>?;Usar ∧ no lugar de →. O correto é ∀x (P(x) → Q(x)), não ∀x (P(x) ∧ Q(x)).<br><br><i>Fonte: Complemento didático autoral</i><hr><b>BIZU:</b> Todo usa condicional.
Qual é a pegadinha ao simbolizar <b>algum P é Q</b>?;Usar → no lugar de ∧. O correto é ∃x (P(x) ∧ Q(x)).<br><br><i>Fonte: Complemento didático autoral</i><hr><b>BIZU:</b> Algum usa conjunção.
Qual é a pegadinha ao negar <b>todo P é Q</b>?;Responder “nenhum P é Q”. O correto é “algum P não é Q”.<br><br><i>Fonte: Diagrama de Venn – Quantificadores</i><hr><b>BIZU:</b> Um contraexemplo basta.
Qual é a pegadinha ao negar <b>algum P é Q</b>?;Responder “algum P não é Q”. O correto é “nenhum P é Q”.<br><br><i>Fonte: Diagrama de Venn – Quantificadores</i><hr><b>BIZU:</b> Negar existência é eliminar todos os casos.
Qual é a pegadinha ao negar <b>algum P não é Q</b>?;Responder “algum P é Q”. O correto é “todo P é Q”.<br><br><i>Fonte: Diagrama de Venn – Quantificadores</i><hr><b>BIZU:</b> Negar alguém fora é dizer que todos estão dentro.
Qual é a pegadinha ao negar <b>nenhum P é Q</b>?;Responder “todo P é Q”. O correto é “algum P é Q”.<br><br><i>Fonte: Diagrama de Venn – Quantificadores</i><hr><b>BIZU:</b> Um exemplo positivo já nega o nenhum.
[QUESTÃO] A negação de <b>todos os livros podem ensinar alguma lição</b> é qual?;<b>Existe algum livro que não ensina nenhuma lição</b>.<br><br><i>Fonte: Diagrama de Venn – Quantificadores</i><hr><b>BIZU:</b> Negar todo livro exige achar um livro sem lição.
[QUESTÃO] A negação de <b>todo estudante de Gramado gosta de matemática</b> é qual?;<b>Pelo menos um estudante de Gramado não gosta de matemática</b>.<br><br><i>Fonte: Diagrama de Venn – Quantificadores</i><hr><b>BIZU:</b> Todo cai com um estudante fora.
[QUESTÃO] A negação de <b>todos os homens são afetuosos</b> é qual?;<b>Pelo menos um homem não é afetuoso</b>.<br><br><i>Fonte: Diagrama de Venn – Quantificadores</i><hr><b>BIZU:</b> Todo homem afetuoso cai com um contraexemplo.
[QUESTÃO] A negação de <b>nenhum outono é quente em Gramado</b> é qual?;<b>Algum outono é quente em Gramado</b>.<br><br><i>Fonte: Diagrama de Venn – Quantificadores</i><hr><b>BIZU:</b> Nenhum cai com algum.
[QUESTÃO] A negação de <b>nenhuma cobra voa</b> é qual?;<b>Pelo menos uma cobra voa</b>.<br><br><i>Fonte: Diagrama de Venn – Quantificadores</i><hr><b>BIZU:</b> Uma cobra voadora derruba “nenhuma”.
[QUESTÃO] A negação de <b>algum biólogo assinou o licenciamento</b> é qual?;<b>Nenhum biólogo assinou o licenciamento</b>.<br><br><i>Fonte: Diagrama de Venn – Quantificadores</i><hr><b>BIZU:</b> Negou algum, virou nenhum.
[QUESTÃO] A negação de <b>algum empregado está em situação irregular</b> é qual?;<b>Nenhum empregado está em situação irregular</b>.<br><br><i>Fonte: Diagrama de Venn – Quantificadores</i><hr><b>BIZU:</b> Se não existe empregado irregular, nenhum está irregular.
[QUESTÃO] Para que <b>todos os homens professores são bons escritores</b> seja falsa, o que deve existir?;<b>Algum homem professor que não seja bom escritor</b>.<br><br><i>Fonte: Diagrama de Venn – Quantificadores</i><hr><b>BIZU:</b> Para falsificar todo, ache um caso dentro da condição e fora da consequência.
Qual é o roteiro para traduzir frase com <b>todo</b>?;Identifique o conjunto de entrada, identifique a propriedade de saída e escreva ∀x com condicional.<br><br><i>Fonte: Complemento didático autoral</i><hr><b>BIZU:</b> Todo = para todo x, se entra no grupo então tem a propriedade.
Qual é o roteiro para traduzir frase com <b>algum</b>?;Identifique o elemento existente e una as propriedades com E.<br><br><i>Fonte: Complemento didático autoral</i><hr><b>BIZU:</b> Algum = existe x com isso e aquilo.
Qual é o roteiro para negar quantificadores?;Troque universal por existencial, existencial por universal e negue a propriedade interna corretamente.<br><br><i>Fonte: Complemento didático autoral</i><hr><b>BIZU:</b> Todo vira algum não. Algum vira nenhum.
Qual é o checklist dos quantificadores?;Todo e nenhum são universais. Algum é existencial. Todo usa condicional. Algum usa conjunção. Negar todo pede contraexemplo. Negar algum elimina a existência.<br><br><i>Fonte: Lógica de Primeira Ordem e Diagrama de Venn</i><hr><b>BIZU:</b> Universal com →. Existencial com ∧.
Qual é a defesa anti-erro em <b>09.05 Quantificadores</b>?;Não confunda negação com contrário absoluto. Negar “todo” não é “nenhum”. Negar “algum” não é “algum não”. Use os pares corretos de negação.<br><br><i>Fonte: Diagrama de Venn – Quantificadores</i><hr><b>BIZU:</b> Concurso derruba quem troca negação por exagero.
