Frente;Verso
R$ 560.000,00 viram R$ 888.608,00 em 6 meses. Como encontrar a taxa pela tabela?;Calcule o fator:<br>888.608 / 560.000 ≈ 1,5868.<br><br>Na linha n = 6, esse fator corresponde aproximadamente à coluna de <b>8% a.m.</b>.<br><br><i>Fonte: Teoria e Exercício — Juros Compostos com Tabela, questão 5</i><hr><b>BIZU:</b> Para achar taxa, calcule o fator e procure na linha do tempo.
R$ 560.000,00 devem produzir R$ 888.608,00 em 6 meses. Qual é a taxa composta mensal?;A taxa é aproximadamente <b>8% a.m.</b>.<br><br><i>Fonte: Teoria e Exercício — Juros Compostos com Tabela, questão 5</i><hr><b>BIZU:</b> Linha 6, fator próximo de 1,5869, coluna 8%.
Capital de R$ 10.000,00 aplicado a 5% ao trimestre por 8 anos: qual é o número de períodos?;São <b>32 trimestres</b>.<br><br>8 anos = 8 × 4 trimestres = 32 trimestres.<br><br><i>Fonte: Teoria e Exercício — Juros Compostos com Tabela, questão 6</i><hr><b>BIZU:</b> Taxa trimestral pede tempo em trimestres.
Como usar a tabela se o período necessário é 32, mas a tabela vai só até 18?;Decomponha o período em fatores disponíveis.<br><br>Por exemplo: 32 = 16 + 16. Então use o fator de 16 períodos duas vezes.<br><br><i>Fonte: Teoria e Exercício — Juros Compostos com Tabela, questão 6</i><hr><b>BIZU:</b> Quando o n passa da tabela, quebre o tempo em blocos.
R$ 10.000,00 a 5% ao trimestre por 8 anos gera qual montante aproximado?;Gera aproximadamente <b>R$ 47.647,65</b>.<br><br>8 anos = 32 trimestres. Usando a tabela: fator de 16 períodos a 5% ≈ 2,1829. Então fator de 32 períodos ≈ 2,1829² ≈ 4,7648. Montante ≈ 10.000 × 4,7648 = 47.647,65.<br><br><i>Fonte: Teoria e Exercício — Juros Compostos com Tabela, questão 6</i><hr><b>BIZU:</b> Para 32 períodos, use 16 + 16 e multiplique os fatores.
Aplicando R$ 10.000,00 a 25% a.m. por 2 meses, qual é o montante?;O montante é <b>R$ 15.625,00</b>.<br><br>Fator = 1,25² = 1,5625.<br>10.000 × 1,5625 = 15.625.<br><br><i>Fonte: Teoria e Exercício — Juros Compostos com Tabela, questão 7</i><hr><b>BIZU:</b> Quando a taxa não está na tabela, calcule diretamente se o expoente for pequeno.
Por que a questão de 25% a.m. por 2 meses pode ser feita sem tabela?;Porque a taxa de 25% não está na tabela apresentada, e o expoente 2 é simples de calcular.<br><br><i>Fonte: Teoria e Exercício — Juros Compostos com Tabela, questão 7</i><hr><b>BIZU:</b> Tabela ajuda, mas não substitui raciocínio.
Aplicando R$ 100,00 a 10% a.m. por 12 meses, com fator 3,1384, qual é o montante?;O montante é <b>R$ 313,84</b>.<br><br>100 × 3,1384 = 313,84.<br><br><i>Fonte: Teoria e Exercício — Juros Compostos com Tabela, questão 8</i><hr><b>BIZU:</b> Capital 100 facilita: o fator vira o montante em reais com vírgula.
Aplicando R$ 400.000,00 a 9% ao bimestre por 1 ano e 4 meses, quantos períodos há?;Há <b>8 bimestres</b>.<br><br>1 ano e 4 meses = 16 meses. Como cada bimestre tem 2 meses, 16 meses = 8 bimestres.<br><br><i>Fonte: Teoria e Exercício — Juros Compostos com Tabela, questão de prova 1</i><hr><b>BIZU:</b> Taxa ao bimestre pede tempo em bimestres.
R$ 400.000,00 a 9% ao bimestre durante 1 ano e 4 meses gera qual capital acumulado aproximado?;Gera aproximadamente <b>R$ 797.025,06</b>.<br><br>1 ano e 4 meses = 8 bimestres. Fator exato de 1,09⁸ ≈ 1,99256. Montante ≈ 400.000 × 1,99256 = 797.025,06.<br><br><i>Fonte: Teoria e Exercício — Juros Compostos com Tabela, questão de prova 1</i><hr><b>BIZU:</b> O segredo é converter 16 meses em 8 bimestres antes de usar a taxa.
R$ 300.000,00 aplicados a 6% a.m. por 5 meses geram qual montante aproximado?;Geram aproximadamente <b>R$ 401.467,67</b>.<br><br>Fator para n = 5 e taxa 6% ≈ 1,3382. Montante ≈ 300.000 × 1,3382.<br><br><i>Fonte: Teoria e Exercício — Juros Compostos com Tabela, questão de prova 3</i><hr><b>BIZU:</b> Linha 5, coluna 6%.
Um capital de R$ 1.000.000,00 a 15% a.a. gera montante de aproximadamente R$ 2.011.356,00. Qual é o tempo?;O tempo é <b>5 anos</b>.<br><br>Fator = 2.011.356 / 1.000.000 ≈ 2,0114. Na coluna 15%, esse fator aparece em n = 5.<br><br><i>Fonte: Teoria e Exercício — Juros Compostos com Tabela, questão de prova 5</i><hr><b>BIZU:</b> Para achar tempo, procure o fator na coluna da taxa.
R$ 500.000,00 precisam virar R$ 844.700,00 a 6% a.m. Qual é o tempo?;O tempo é <b>9 meses</b>.<br><br>Fator = 844.700 / 500.000 ≈ 1,6894. Na coluna 6%, o fator próximo aparece em n = 9.<br><br><i>Fonte: Teoria e Exercício — Juros Compostos com Tabela, questão de prova 7</i><hr><b>BIZU:</b> Fator primeiro, tabela depois.
Quando a questão pede <b>montante</b>, qual é o caminho com tabela?;1. Ajuste tempo e taxa para a mesma unidade.<br>2. Ache o fator na tabela.<br>3. Multiplique o capital pelo fator.<br><br><i>Fonte: Teoria e Exercício — Juros Compostos com Tabela</i><hr><b>BIZU:</b> Montante = capital × fator.
Quando a questão pede <b>capital</b>, qual é o caminho com tabela?;1. Ache o fator na tabela.<br>2. Divida o montante pelo fator.<br><br><i>Fonte: Teoria e Exercício — Juros Compostos com Tabela</i><hr><b>BIZU:</b> Capital = montante ÷ fator.
Quando a questão pede <b>tempo</b>, qual é o caminho com tabela?;1. Calcule o fator fazendo M/C.<br>2. Vá até a coluna da taxa.<br>3. Procure o fator correspondente.<br>4. Leia a linha do período.<br><br><i>Fonte: Teoria e Exercício — Juros Compostos com Tabela</i><hr><b>BIZU:</b> Tempo é a linha onde o fator aparece.
Quando a questão pede <b>taxa</b>, qual é o caminho com tabela?;1. Calcule o fator fazendo M/C.<br>2. Vá até a linha do período.<br>3. Procure o fator correspondente.<br>4. Leia a coluna da taxa.<br><br><i>Fonte: Teoria e Exercício — Juros Compostos com Tabela</i><hr><b>BIZU:</b> Taxa é a coluna onde o fator aparece.
Qual é a diferença entre usar tabela e usar a fórmula diretamente?;A fórmula exige calcular <b>(1+i)^n</b>. A tabela já fornece esse fator pronto.<br><br><i>Fonte: Teoria e Exercício — Juros Compostos com Tabela</i><hr><b>BIZU:</b> A tabela é uma calculadora de potência impressa.
Qual é a principal armadilha em juros compostos com tabela?;Usar linha e coluna sem antes ajustar a unidade da taxa e do tempo.<br><br><i>Fonte: Teoria e Exercício — Juros Compostos com Tabela</i><hr><b>BIZU:</b> A tabela obedece à unidade da taxa.
Qual é a armadilha quando o tempo vem em anos e a taxa em trimestre?;Usar anos diretamente na linha da tabela. O correto é converter anos em trimestres.<br><br><i>Fonte: Teoria e Exercício — Juros Compostos com Tabela</i><hr><b>BIZU:</b> Taxa trimestral exige n em trimestres.
Qual é a armadilha quando a questão pede bimestres, mas a taxa está ao mês?;A tabela dará o tempo em meses. Depois, é preciso converter meses em bimestres.<br><br><i>Fonte: Teoria e Exercício — Juros Compostos com Tabela</i><hr><b>BIZU:</b> Responda na unidade que a questão pediu.
Qual é a armadilha quando a tabela não possui a taxa da questão?;Forçar uma coluna parecida. O correto é calcular diretamente ou usar outra estratégia se a taxa não estiver na tabela.<br><br><i>Fonte: Teoria e Exercício — Juros Compostos com Tabela</i><hr><b>BIZU:</b> Tabela não tem 25%? Não chute coluna. Calcule.
Qual é a ponte entre <b>juros compostos sem tabela</b> e <b>com tabela</b>?;Nos dois casos, usamos a mesma fórmula. A diferença é que, com tabela, o fator <b>(1+i)^n</b> já vem pronto.<br><br><i>Fonte: Teoria e Exercício — Juros Compostos sem Tabela e com Tabela</i><hr><b>BIZU:</b> A tabela não muda a matemática; só economiza a potência.
Qual é a ponte entre <b>juros compostos com tabela</b> e <b>potenciação</b>?;A tabela apresenta resultados de potências do tipo <b>(1+i)^n</b>.<br><br><i>Fonte: Teoria e Exercício — Juros Compostos com Tabela</i><hr><b>BIZU:</b> Quem entende potência entende a lógica da tabela.
Qual é a ponte entre <b>juros compostos com tabela</b> e <b>logaritmo</b>?;A tabela ajuda a encontrar o tempo quando o fator aparece nela. Quando o fator não aparece ou o tempo não é inteiro, pode ser necessário usar logaritmo.<br><br><i>Fonte: Teoria e Exercício — Juros Compostos com Tabela e Logaritmo</i><hr><b>BIZU:</b> Tabela resolve tempo “encontrável”. Log resolve tempo escondido no expoente.
Qual é o checklist mental para juros compostos com tabela?;Pergunte:<br>1. A questão pede montante, capital, taxa ou tempo?<br>2. Taxa e tempo estão na mesma unidade?<br>3. Preciso procurar linha, coluna ou fator?<br>4. O fator está na tabela?<br>5. A resposta final precisa de conversão de unidade?<br><br><i>Fonte: Teoria e Exercício — Juros Compostos com Tabela</i><hr><b>BIZU:</b> Unidade, fator, operação. Essa é a tríade.
Qual frase resume <b>juros compostos com tabela</b>?;<b>Use a tabela para encontrar o fator (1+i)^n; depois multiplique, divida ou procure linha/coluna conforme o que a questão pedir.</b><br><br><i>Fonte: Teoria e Exercício — Juros Compostos com Tabela</i><hr><b>BIZU:</b> A tabela é o mapa do fator composto.
