Frente;Verso
O que é um <b>evento</b> em probabilidade?;É um resultado ou conjunto de resultados do espaço amostral que interessa ao problema.<br><br><i>Fonte: Cálculo de Probabilidade – Terminologias</i><hr><b>BIZU:</b> Evento é o pedaço do universo que a questão está olhando.
No lançamento de um dado, o evento <b>sair número par</b> contém quais resultados?;Contém <b>{2, 4, 6}</b>. São os resultados pares dentro do espaço amostral do dado.<br><br><i>Fonte: Cálculo de Probabilidade – Exemplo do dado</i><hr><b>BIZU:</b> Evento é subconjunto do espaço amostral.
No lançamento de um dado, qual é a probabilidade de obter <b>6</b>?;<b>1/6</b>. Há 1 caso favorável entre 6 casos possíveis.<br><br><i>Fonte: Cálculo de Probabilidade – Exemplo do dado</i><hr><b>BIZU:</b> Um número específico no dado comum vale 1 sobre 6.
No lançamento de um dado, qual é a probabilidade de obter um <b>número par</b>?;<b>3/6 = 1/2</b>. Os números pares são 2, 4 e 6.<br><br><i>Fonte: Cálculo de Probabilidade – Exemplo do dado</i><hr><b>BIZU:</b> Par no dado ocupa metade das faces.
No lançamento de um dado, qual é a probabilidade de obter número <b>menor que 4</b>?;<b>3/6 = 1/2</b>. Os resultados menores que 4 são 1, 2 e 3.<br><br><i>Fonte: Cálculo de Probabilidade – Exemplo do dado</i><hr><b>BIZU:</b> Menor que 4 não inclui o 4.
No lançamento de um dado, qual é a probabilidade de obter número <b>primo</b>?;<b>3/6 = 1/2</b>. Os primos no dado são 2, 3 e 5.<br><br><i>Fonte: Cálculo de Probabilidade – Exemplo do dado</i><hr><b>BIZU:</b> No dado, 1 não é primo. Primos são 2, 3 e 5.
O que são <b>espaços equiprováveis</b>?;São espaços em que os resultados possuem a mesma chance de ocorrer. Um dado equilibrado e uma moeda justa são exemplos clássicos.<br><br><i>Fonte: Cálculo de Probabilidade – Terminologias</i><hr><b>BIZU:</b> Equiprovável = chances iguais.
O que são <b>espaços não equiprováveis</b>?;São espaços em que os resultados não possuem a mesma chance de ocorrer. As probabilidades dos eventos são diferentes.<br><br><i>Fonte: Cálculo de Probabilidade – Terminologias</i><hr><b>BIZU:</b> Não equiprovável = o jogo é desigual.
Por que a probabilidade básica exige cuidado com <b>equiprobabilidade</b>?;Porque a fórmula casos favoráveis sobre casos possíveis funciona diretamente quando os casos possíveis têm a mesma chance. Se as chances forem diferentes, a conta precisa respeitar os pesos de cada resultado.<br><br><i>Fonte: Cálculo de Probabilidade – Terminologias</i><hr><b>BIZU:</b> Contar casos só funciona bem quando os casos têm o mesmo peso.
O que é um <b>evento certo</b>?;É o evento cuja probabilidade de ocorrência é <font color="#ffeb3b">100%</font>, ou seja, probabilidade igual a 1.<br><br><i>Fonte: Cálculo de Probabilidade – Tipos de eventos</i><hr><b>BIZU:</b> Certo = acontece sempre = 1.
Dê um exemplo de <b>evento certo</b> no lançamento de um dado comum.;Obter número menor ou igual a 6 é evento certo, pois todos os resultados possíveis do dado são 1, 2, 3, 4, 5 e 6.<br><br><i>Fonte: Cálculo de Probabilidade – Tipos de eventos</i><hr><b>BIZU:</b> Se cobre todo o espaço amostral, é certo.
O que é um <b>evento impossível</b>?;É o evento cuja probabilidade de ocorrência é <font color="#ffeb3b">0%</font>, ou seja, probabilidade igual a 0.<br><br><i>Fonte: Cálculo de Probabilidade – Tipos de eventos</i><hr><b>BIZU:</b> Impossível = nunca acontece = 0.
Dê um exemplo de <b>evento impossível</b> no lançamento de um dado comum.;Obter o número 9 em um dado comum é evento impossível, pois o dado só tem faces de 1 a 6.<br><br><i>Fonte: Cálculo de Probabilidade – Tipos de eventos</i><hr><b>BIZU:</b> Fora do espaço amostral vale zero.
O que é um <b>evento complementar</b>?;É o evento contrário ao que estamos estudando. Se estudamos o evento A, o complementar é não A.<br><br><i>Fonte: Cálculo de Probabilidade – Tipos de eventos</i><hr><b>BIZU:</b> Complementar é o resto do universo.
Qual é a fórmula do <b>evento complementar</b>?;<b>P(complementar) = 1 - P(evento)</b>.<br><br><i>Fonte: Cálculo de Probabilidade – Tipos de eventos</i><hr><b>BIZU:</b> O todo é 1. Tirou o evento, sobra o complementar.
Se a probabilidade de um casal ter filho homem é <b>0,30</b>, qual é a probabilidade de ter filha mulher?;<b>0,70</b>. Se o evento complementar é mulher, então P(mulher) = 1 - 0,30 = 0,70.<br><br><i>Fonte: Cálculo de Probabilidade – Exercício de complementar</i><hr><b>BIZU:</b> Complementar fecha 100%.
Se a probabilidade de falha é <b>0,10</b>, qual é a probabilidade de não falhar?;<b>0,90</b>. O complementar de falhar é não falhar, então 1 - 0,10 = 0,90.<br><br><i>Fonte: Cálculo de Probabilidade – Tipos de eventos</i><hr><b>BIZU:</b> Não falhar é o que sobra da falha.
Quando o <b>complementar</b> é mais eficiente que contar diretamente?;Quando o enunciado pede algo como não ocorrer, pelo menos um, nenhum, ou quando o caso direto tem muitas possibilidades. Nesses casos, pode ser mais fácil calcular 1 menos o contrário.<br><br><i>Fonte: Cálculo de Probabilidade – Tipos de eventos</i><hr><b>BIZU:</b> Se o direto dá trabalho, olhe o contrário.
O que significa <b>Regra do OU</b> em probabilidade?;Significa somar probabilidades quando a questão pede um evento ou outro. A forma exata depende de os eventos serem excludentes ou não excludentes.<br><br><i>Fonte: Cálculo de Probabilidade – Regra do OU</i><hr><b>BIZU:</b> OU chama soma, mas cuidado com repetição.
O que são <b>eventos excludentes</b>?;São eventos que não podem ocorrer ao mesmo tempo. Se um acontece, o outro fica excluído naquele experimento.<br><br><i>Fonte: Cálculo de Probabilidade – Regra do OU</i><hr><b>BIZU:</b> Excludentes = um exclui o outro.
Qual é a fórmula da Regra do OU para <b>eventos excludentes</b>?;<b>P(A ou B) = P(A) + P(B)</b>, pois não há interseção a descontar.<br><br><i>Fonte: Cálculo de Probabilidade – Regra do OU</i><hr><b>BIZU:</b> Excludente só soma.
No lançamento de um dado, os eventos <b>sair 1</b> e <b>sair 6</b> são excludentes?;<b>Sim</b>. Em um único lançamento, não é possível sair 1 e 6 ao mesmo tempo.<br><br><i>Fonte: Cálculo de Probabilidade – Regra do OU</i><hr><b>BIZU:</b> Uma face só aparece por lançamento.
No lançamento de um dado, qual é a probabilidade de sair <b>1 ou 6</b>?;<b>2/6 = 1/3</b>. Os eventos são excludentes, então somamos 1/6 + 1/6.<br><br><i>Fonte: Cálculo de Probabilidade – Regra do OU</i><hr><b>BIZU:</b> Ou uma face ou outra, some as faces desejadas.
Em uma urna, os eventos <b>bola azul</b> e <b>bola verde</b> em uma única retirada são excludentes?;<b>Sim</b>. Uma mesma bola retirada não pode ser azul e verde ao mesmo tempo, se as cores forem exclusivas.<br><br><i>Fonte: Cálculo de Probabilidade – Regra do OU</i><hr><b>BIZU:</b> Uma bola, uma cor.
Em uma urna com 20 bolas azuis e 5 verdes em um total de 50, qual é a probabilidade de retirar <b>azul ou verde</b>?;<b>25/50 = 1/2</b>. Como os eventos são excludentes, somamos os casos favoráveis: 20 + 5 = 25.<br><br><i>Fonte: Cálculo de Probabilidade – Exemplo da urna</i><hr><b>BIZU:</b> Cores diferentes em uma retirada são casos separados.
O que são <b>eventos não excludentes</b>?;São eventos que podem ocorrer ao mesmo tempo. Neles existe uma parte comum entre os eventos.<br><br><i>Fonte: Cálculo de Probabilidade – Regra do OU</i><hr><b>BIZU:</b> Não excludentes têm interseção.
Qual é a fórmula da Regra do OU para <b>eventos não excludentes</b>?;<b>P(A ou B) = P(A) + P(B) - P(A e B)</b>. Subtraímos a parte comum para não contar duas vezes.<br><br><i>Fonte: Cálculo de Probabilidade – Regra do OU</i><hr><b>BIZU:</b> Soma tudo, tira o repetido.
Por que eventos não excludentes exigem subtrair a interseção?;Porque os elementos que pertencem aos dois eventos são contados duas vezes quando somamos P(A) e P(B). A subtração corrige essa duplicidade.<br><br><i>Fonte: Cálculo de Probabilidade – Regra do OU</i><hr><b>BIZU:</b> Interseção é área repetida.
No lançamento de um dado, os eventos <b>número primo</b> e <b>número par</b> são não excludentes?;<b>Sim</b>. O número 2 é primo e par ao mesmo tempo, então há interseção.<br><br><i>Fonte: Cálculo de Probabilidade – Exemplo do dado</i><hr><b>BIZU:</b> O 2 é a ponte entre primo e par.
No lançamento de um dado, qual é a probabilidade de obter <b>número primo ou número par</b>?;<b>5/6</b>. Primos são 2, 3 e 5. Pares são 2, 4 e 6. A união é 2, 3, 4, 5 e 6, total 5 resultados em 6.<br><br><i>Fonte: Cálculo de Probabilidade – Exemplo do dado</i><hr><b>BIZU:</b> Não conte o 2 duas vezes.
No lançamento de um dado, qual é a probabilidade de obter <b>número primo ou maior ou igual a 3</b>?;<b>5/6</b>. Primos são 2, 3 e 5. Maiores ou iguais a 3 são 3, 4, 5 e 6. A união é 2, 3, 4, 5 e 6.<br><br><i>Fonte: Cálculo de Probabilidade – Exemplo do dado</i><hr><b>BIZU:</b> União junta tudo sem repetir.
Qual é a diferença entre <b>OU excludente</b> e <b>OU não excludente</b>?;No OU excludente, os eventos não se sobrepõem, então basta somar. No OU não excludente, há sobreposição, então somamos e subtraímos a parte comum.<br><br><i>Fonte: Cálculo de Probabilidade – Regra do OU</i><hr><b>BIZU:</b> Sem interseção só soma. Com interseção soma e limpa.
Como saber se dois eventos são <b>excludentes</b>?;Pergunte se eles podem acontecer ao mesmo tempo no mesmo experimento. Se não puderem, são excludentes.<br><br><i>Fonte: Cálculo de Probabilidade – Regra do OU</i><hr><b>BIZU:</b> Pode junto? Se não pode, exclui.
Como saber se dois eventos são <b>não excludentes</b>?;Pergunte se existe algum resultado que pertence aos dois eventos ao mesmo tempo. Se existir, são não excludentes.<br><br><i>Fonte: Cálculo de Probabilidade – Regra do OU</i><hr><b>BIZU:</b> Achou elemento comum, subtraia depois.
Qual é o erro mais comum na <b>Regra do OU</b>?;O erro mais comum é somar eventos não excludentes sem subtrair a interseção. Isso conta a parte comum duas vezes.<br><br><i>Fonte: Cálculo de Probabilidade – Regra do OU</i><hr><b>BIZU:</b> OU soma, mas interseção cobra pedágio.
[QUESTÃO] Em sorteio com números de 1 a 50, sabendo que o bilhete sorteado é múltiplo de 5, qual é a probabilidade de ser o número 25?;<b>10%</b>. Como já se sabe que o número é múltiplo de 5, o espaço possível passa a ser apenas os múltiplos de 5 entre 1 e 50, que são 10 números. O favorável é apenas o 25. Logo, 1/10 = 10%.<br><br><i>Fonte: Cálculo de Probabilidade – Exercício de condição</i><hr><b>BIZU:</b> A informação “sabe-se que” muda o universo.
Qual conceito a questão do <b>bilhete múltiplo de 5</b> testa?;Ela testa a redefinição do espaço amostral pela informação dada. Depois que sabemos que o número é múltiplo de 5, só os múltiplos de 5 continuam possíveis.<br><br><i>Fonte: Cálculo de Probabilidade – Exercício de condição</i><hr><b>BIZU:</b> Condição corta o universo.
Como evitar erro na questão do <b>bilhete 25 sabendo que é múltiplo de 5</b>?;Não divida por 50. A informação de que o bilhete é múltiplo de 5 reduz o denominador para os 10 múltiplos de 5 existentes entre 1 e 50.<br><br><i>Fonte: Cálculo de Probabilidade – Exercício de condição</i><hr><b>BIZU:</b> Se o enunciado deu condição, atualize o denominador.
[QUESTÃO] Uma urna contém 20 bolas brancas e 30 vermelhas. Qual é a probabilidade de retirar uma bola branca?;<b>2/5</b>. O total é 50 bolas. O favorável é 20 bolas brancas. Logo, 20/50 = 2/5.<br><br><i>Fonte: Cálculo de Probabilidade – Exercício da urna</i><hr><b>BIZU:</b> Favorável branco sobre total da urna.
[QUESTÃO] Uma urna contém 20 bolas brancas e 30 vermelhas. Qual é a probabilidade de retirar uma bola azul?;<b>0</b>. Não há bolas azuis na urna, então não há caso favorável.<br><br><i>Fonte: Cálculo de Probabilidade – Exercício da urna</i><hr><b>BIZU:</b> Se não existe no conjunto, a chance é zero.
Qual conceito a questão da <b>bola azul inexistente</b> testa?;Ela testa evento impossível. Como a urna só tem bolas brancas e vermelhas, retirar azul é impossível.<br><br><i>Fonte: Cálculo de Probabilidade – Evento impossível</i><hr><b>BIZU:</b> Evento impossível tem probabilidade 0.
[QUESTÃO] Em uma sala com 30 alunos, sendo 20 meninos e 10 meninas, qual é a probabilidade de escolher uma menina?;<b>10/30 = 1/3</b>, aproximadamente 33%. O favorável são 10 meninas e o possível são 30 alunos.<br><br><i>Fonte: Cálculo de Probabilidade – Exercício de fixação</i><hr><b>BIZU:</b> Grupo pedido em cima, total embaixo.
Qual conceito a questão das <b>10 meninas em 30 alunos</b> testa?;Ela testa probabilidade básica. Basta identificar casos favoráveis e casos possíveis.<br><br><i>Fonte: Cálculo de Probabilidade – Exercício de fixação</i><hr><b>BIZU:</b> Essa é a fórmula-mãe em sua forma pura.
No lançamento de duas moedas justas, qual é a probabilidade de obter <b>duas faces diferentes</b>?;<b>1/2</b>. O espaço amostral é CC, CK, KC e KK, considerando C como cara e K como coroa. As faces diferentes são CK e KC, total 2 de 4.<br><br><i>Fonte: Cálculo de Probabilidade – Exercício de fixação</i><hr><b>BIZU:</b> Diferentes aparecem em duas ordens.
No lançamento de dois dados, qual é a ideia para calcular a probabilidade de uma <b>soma</b>?;Monte ou visualize os 36 resultados possíveis, pois cada dado tem 6 faces e os pares ordenados são 6 x 6. Depois conte os pares que geram a soma desejada.<br><br><i>Fonte: Cálculo de Probabilidade – Exercícios com dados</i><hr><b>BIZU:</b> Dois dados geram 36 possibilidades.
No lançamento de dois dados, por que <b>1 e 5</b> é diferente de <b>5 e 1</b>?;Porque os dados são considerados posições distintas, como dado 1 e dado 2. Assim, os pares ordenados são resultados diferentes.<br><br><i>Fonte: Cálculo de Probabilidade – Exercícios com dados</i><hr><b>BIZU:</b> Dois dados criam ordem entre os resultados.
Qual é a ponte entre <b>probabilidade</b> e <b>combinatória</b>?;Probabilidade depende de contar casos favoráveis e possíveis. A combinatória fornece ferramentas para contar esses casos quando listar um por um seria trabalhoso.<br><br><i>Fonte: Conexão didática – Probabilidade e Combinatória</i><hr><b>BIZU:</b> Probabilidade pergunta a fração. Combinatória conta numerador e denominador.
Quando a <b>combinação</b> aparece dentro de probabilidade?;Quando os casos são grupos sem ordem, como escolher pessoas, formar comissões ou retirar bolas sem se importar com a ordem da retirada.<br><br><i>Fonte: Conexão didática – Probabilidade e Combinação</i><hr><b>BIZU:</b> Grupo sem ordem dentro da chance chama combinação.
Quando o <b>arranjo</b> aparece dentro de probabilidade?;Quando os casos são sequências em que a ordem importa, como senhas, números, classificações ou resultados ordenados.<br><br><i>Fonte: Conexão didática – Probabilidade e Arranjo</i><hr><b>BIZU:</b> Sequência dentro da chance chama arranjo.
Quando a <b>permutação</b> aparece dentro de probabilidade?;Quando precisamos contar formas de organizar todos os elementos, como anagramas ou caminhos formados por movimentos repetidos.<br><br><i>Fonte: Conexão didática – Probabilidade e Permutação</i><hr><b>BIZU:</b> Organizou tudo, probabilidade pode usar permutação.
Qual é o checklist mental para resolver probabilidade básica?;Primeiro, identifique o experimento. Segundo, determine o espaço amostral. Terceiro, conte os casos favoráveis. Quarto, conte os casos possíveis. Quinto, monte a fração e simplifique.<br><br><i>Fonte: Cálculo de Probabilidade – Parte básica</i><hr><b>BIZU:</b> Experimento, universo, favoráveis, possíveis, fração.
Qual é o checklist mental para resolver questões com <b>OU</b>?;Primeiro, identifique os eventos. Segundo, veja se podem ocorrer juntos. Terceiro, se forem excludentes, some. Quarto, se forem não excludentes, some e subtraia a interseção.<br><br><i>Fonte: Cálculo de Probabilidade – Regra do OU</i><hr><b>BIZU:</b> OU pede soma, mas a interseção decide se subtrai.
Qual é a maior pegadinha da probabilidade básica?;A maior pegadinha é errar o denominador. O denominador deve representar o que realmente pode acontecer depois de considerar todas as condições do enunciado.<br><br><i>Fonte: Cálculo de Probabilidade – Parte básica</i><hr><b>BIZU:</b> Quem erra o universo erra a chance.
Qual é a maior pegadinha da <b>Regra do OU</b>?;A maior pegadinha é esquecer que eventos não excludentes têm parte comum. Se essa parte não for subtraída, ela será contada duas vezes.<br><br><i>Fonte: Cálculo de Probabilidade – Regra do OU</i><hr><b>BIZU:</b> União não aceita duplicidade.
