Frente;Verso
Em contagem, o que significa dizer que uma escolha tem <b>3 opções</b> e outra tem <b>2 opções</b>?;Significa que, se as duas escolhas devem ocorrer juntas, o total será <b>3 x 2 = 6</b> possibilidades.<br><br><i>Fonte: Análise Combinatória – Contagem</i><hr><b>BIZU:</b> Cada opção da primeira escolha combina com todas as opções da segunda.
Por que a Regra do E multiplica?;Porque cada opção da primeira etapa pode ser combinada com cada opção da segunda etapa. Assim, as possibilidades se espalham como uma árvore de escolhas.<br><br><i>Fonte: Análise Combinatória – Contagem</i><hr><b>BIZU:</b> Multiplicar é contar os galhos da árvore.
Por que a Regra do OU soma?;Porque ela junta blocos de possibilidades diferentes. Cada bloco representa uma alternativa, e o total é a soma dos blocos.<br><br><i>Fonte: Análise Combinatória – Contagem</i><hr><b>BIZU:</b> Somar é empilhar caixas separadas de possibilidades.
Qual é a pergunta mental para decidir entre <b>E</b> e <b>OU</b>?;Pergunte: preciso realizar todas as etapas juntas ou escolher entre alternativas? Se precisa de todas, use E e multiplique. Se são alternativas, use OU e some.<br><br><i>Fonte: Análise Combinatória – Contagem</i><hr><b>BIZU:</b> Todas juntas = E. Uma rota ou outra = OU.
Em uma escolha de <b>produto com características</b>, qual princípio normalmente aparece?;Normalmente aparece a <b>Regra do E</b>, porque o produto final combina uma característica com outra. Exemplo: capacidade e cor, modelo e tamanho, seringa e agulha.<br><br><i>Fonte: Análise Combinatória – Contagem</i><hr><b>BIZU:</b> Característica 1 com característica 2 é multiplicação.
Em problemas de <b>caminhos sucessivos</b>, qual princípio normalmente aparece?;Normalmente aparece a <b>Regra do E</b>, porque para chegar ao destino é preciso percorrer um trecho e depois outro trecho.<br><br><i>Fonte: Análise Combinatória – Contagem</i><hr><b>BIZU:</b> Trecho depois de trecho, multiplique.
Em problemas com <b>rotas alternativas</b>, qual princípio normalmente aparece?;Aparece a <b>Regra do OU</b>, porque posso ir por uma rota ou por outra. Cada rota é calculada separadamente, depois os resultados são somados.<br><br><i>Fonte: Análise Combinatória – Contagem</i><hr><b>BIZU:</b> Rota A ou rota B, some os totais.
[QUESTÃO] Um consultório dispõe de <b>3 tipos de seringas</b> e <b>2 tipos de agulhas</b>. Quantas opções há para escolher uma seringa e uma agulha?;<b>6 opções</b>. Como é preciso escolher uma seringa <b>e</b> uma agulha, aplica-se a Regra do E: 3 x 2 = 6.<br><br><i>Fonte: Análise Combinatória – Contagem</i><hr><b>BIZU:</b> Seringa e agulha formam par. Par completo usa multiplicação.
Qual conceito a questão das <b>seringas e agulhas</b> testa?;Ela testa a <b>Regra do E</b>, ou princípio multiplicativo. Cada tipo de seringa pode ser combinado com cada tipo de agulha.<br><br><i>Fonte: Análise Combinatória – Contagem</i><hr><b>BIZU:</b> Quando cada item de uma lista combina com todos os itens da outra, multiplique.
Como evitar erro na questão das <b>3 seringas e 2 agulhas</b>?;Não some 3 + 2. A pergunta não quer escolher seringa <b>ou</b> agulha, quer escolher seringa <b>e</b> agulha. Portanto, o correto é 3 x 2 = 6.<br><br><i>Fonte: Análise Combinatória – Contagem</i><hr><b>BIZU:</b> A pegadinha é trocar E por OU. E multiplica.
[QUESTÃO] Um refrigerador possui <b>2 capacidades</b> e <b>3 cores</b>. Quantas opções há para escolher uma geladeira com uma capacidade e uma cor?;<b>6 opções</b>. Como a geladeira final terá uma capacidade <b>e</b> uma cor, aplica-se a Regra do E: 2 x 3 = 6.<br><br><i>Fonte: Análise Combinatória – Contagem</i><hr><b>BIZU:</b> Produto final = capacidade + cor. Características combinadas multiplicam.
Qual conceito a questão da <b>geladeira</b> testa?;Ela testa o <b>princípio multiplicativo</b>. Cada capacidade pode aparecer em cada uma das cores disponíveis.<br><br><i>Fonte: Análise Combinatória – Contagem</i><hr><b>BIZU:</b> Faça uma tabela mental: 240 L nas 3 cores e 320 L nas 3 cores.
Como evitar erro na questão da <b>geladeira com 2 capacidades e 3 cores</b>?;Não pense que existem apenas 5 opções. As características se combinam, então o total não é 2 + 3, mas <b>2 x 3 = 6</b>.<br><br><i>Fonte: Análise Combinatória – Contagem</i><hr><b>BIZU:</b> Soma conta listas separadas. Multiplicação conta combinações entre listas.
[QUESTÃO] Há <b>3 rodovias</b> de A para B, <b>2 rodovias</b> de B para C e <b>4 rodovias</b> de C para D. Indo de A até D passando por B e C, quantas formas há?;<b>24 formas</b>. O percurso exige A para B <b>e</b> B para C <b>e</b> C para D. Logo: 3 x 2 x 4 = 24.<br><br><i>Fonte: Análise Combinatória – Contagem</i><hr><b>BIZU:</b> Caminho obrigatório em etapas é Regra do E.
Qual conceito a questão das <b>rodovias A, B, C e D</b> testa?;Ela testa o <b>princípio multiplicativo em etapas sucessivas</b>. Para cada escolha no primeiro trecho, há opções no segundo e no terceiro.<br><br><i>Fonte: Análise Combinatória – Contagem</i><hr><b>BIZU:</b> Trecho 1 abre possibilidades, trecho 2 multiplica, trecho 3 multiplica de novo.
Como evitar erro na questão das <b>rodovias sucessivas</b>?;Não some os caminhos dos trechos. Como todos os trechos precisam ser percorridos, o correto é multiplicar: 3 x 2 x 4 = 24.<br><br><i>Fonte: Análise Combinatória – Contagem</i><hr><b>BIZU:</b> Se o trajeto é obrigatório, não é alternativa, é sequência.
[QUESTÃO] Existem <b>8 caminhos</b> entre A e B, <b>6</b> entre B e C, <b>3</b> entre C e D e <b>4</b> entre D e A. Quantos caminhos ligam A a C?;<b>60 caminhos</b>. Existem duas rotas: A para B para C, com 8 x 6 = 48, ou A para D para C, com 4 x 3 = 12. Somando as alternativas: 48 + 12 = 60.<br><br><i>Fonte: Análise Combinatória – Contagem</i><hr><b>BIZU:</b> Dentro da rota use E. Entre rotas use OU.
Qual conceito a questão dos <b>pontos A, B, C e D</b> testa?;Ela testa a combinação entre <b>Regra do E</b> e <b>Regra do OU</b>. Multiplica dentro de cada rota e soma as rotas alternativas.<br><br><i>Fonte: Análise Combinatória – Contagem</i><hr><b>BIZU:</b> É a questão perfeita para decorar: dentro multiplica, fora soma.
Como evitar erro na questão dos <b>caminhos entre A e C</b>?;Primeiro separe as rotas possíveis. Depois calcule cada rota por multiplicação. Por fim, some as rotas. Não misture tudo em uma única multiplicação.<br><br><i>Fonte: Análise Combinatória – Contagem</i><hr><b>BIZU:</b> A ordem de ataque é: separar, multiplicar, somar.
Por que na rota <b>A para B para C</b> usamos multiplicação?;Porque é preciso escolher um caminho de A para B <b>e</b> depois um caminho de B para C. São etapas sucessivas, então usamos Regra do E.<br><br><i>Fonte: Análise Combinatória – Contagem</i><hr><b>BIZU:</b> Uma rota é uma sequência. Sequência multiplica.
Por que entre as rotas <b>A para B para C</b> e <b>A para D para C</b> usamos soma?;Porque são alternativas diferentes para ligar A a C. O viajante pode ir por B <b>ou</b> por D. Por isso somamos as quantidades de cada rota.<br><br><i>Fonte: Análise Combinatória – Contagem</i><hr><b>BIZU:</b> Rotas alternativas são blocos separados. Blocos separados somam.
[QUESTÃO] Um cozinheiro tem <b>3 legumes diferentes</b> e <b>2 verduras diferentes</b> em fila. De quantas maneiras pode dispor tudo mantendo legumes juntos e verduras juntas?;<b>24 maneiras</b>. Trate os legumes como um bloco e as verduras como outro bloco. Os dois blocos podem trocar de lugar em 2! formas. Dentro do bloco dos legumes há 3! formas. Dentro do bloco das verduras há 2! formas. Total: 2! x 3! x 2! = 2 x 6 x 2 = 24.<br><br><i>Fonte: Análise Combinatória – Contagem</i><hr><b>BIZU:</b> Quando itens devem ficar juntos, transforme em blocos.
Qual conceito a questão dos <b>legumes e verduras juntos</b> testa?;Ela testa a ideia de <b>agrupamento em blocos</b> dentro da contagem. Primeiro contamos as formas de ordenar os blocos, depois as formas de ordenar os elementos dentro de cada bloco.<br><br><i>Fonte: Análise Combinatória – Contagem</i><hr><b>BIZU:</b> Bloco por fora, bagunça por dentro.
Como evitar erro na questão dos <b>3 legumes e 2 verduras juntos</b>?;Não basta calcular 3! x 2!. Também é preciso considerar que o bloco dos legumes e o bloco das verduras podem trocar de posição. Por isso entra o fator 2!.<br><br><i>Fonte: Análise Combinatória – Contagem</i><hr><b>BIZU:</b> Dois <b>locos tam</b>ém permutam. Não esqueça a troca dos blocos.
Por que a questão dos <b>legumes e verduras</b> já prepara o aluno para permutação?;Porque ela usa a lógica de organizar elementos em fila. Quando todos os elementos de um grupo podem trocar de posição, surge o fatorial, que é a base da permutação simples.<br><br><i>Fonte: Análise Combinatória – Contagem</i><hr><b>BIZU:</b> Contagem começa simples e abre a porta para permutação.
Qual é a conexão entre <b>Regra do E</b> e <b>fatorial</b>?;A Regra do E multiplica escolhas sucessivas. O fatorial é justamente uma multiplicação sucessiva decrescente, usada quando o número de opções diminui a cada escolha.<br><br><i>Fonte: Análise Combinatória – Contagem</i><hr><b>BIZU:</b> Fatorial é Regra do E em escadinha.
Qual é a diferença entre escolher <b>com reposição</b> e escolher <b>sem reposição</b> em contagem?;Com reposição, a quantidade de opções normalmente permanece igual a cada etapa. Sem reposição, a quantidade de opções diminui, porque o item escolhido não volta ao conjunto.<br><br><i>Fonte: Análise Combinatória – Contagem</i><hr><b>BIZU:</b> Voltou, repete o número. Não voltou, desce o número.
Como a Regra do E aparece em senhas com repetição permitida?;Se cada posição da senha pode receber qualquer opção novamente, multiplicamos a mesma quantidade em cada posição. Exemplo: 10 opções em 3 posições com repetição dá 10 x 10 x 10.<br><br><i>Fonte: Análise Combinatória – Contagem</i><hr><b>BIZU:</b> Repetição permitida mantém as portas abertas.
Como a Regra do E aparece em senhas sem repetição?;Se não pode repetir, a quantidade de opções diminui a cada posição. Exemplo: 10 opções para a primeira, 9 para a segunda, 8 para a terceira, total 10 x 9 x 8.<br><br><i>Fonte: Análise Combinatória – Contagem</i><hr><b>BIZU:</b> Sem repetição é escada descendo.
Por que o aluno deve dominar <b>Regra do E</b> antes de estudar arranjo e permutação?;Porque arranjo e permutação são formas organizadas de aplicar a Regra do E. A diferença é que nelas a ordem normalmente importa e as opções podem diminuir conforme as escolhas são feitas.<br><br><i>Fonte: Análise Combinatória – Contagem</i><hr><b>BIZU:</b> Arranjo e permutação são filhos da Regra do E.
Por que o aluno deve dominar <b>Regra do OU</b> antes de estudar combinação e probabilidade?;Porque muitos problemas são resolvidos por casos. Em combinação, somamos casos como 3 gerentes ou 4 gerentes ou 5 gerentes. Em probabilidade, a regra do OU também aparece quando buscamos um evento ou outro.<br><br><i>Fonte: Análise Combinatória – Contagem</i><hr><b>BIZU:</b> Caso separado é soma. Isso volta forte em probabilidade.
Qual é a ponte entre <b>contagem</b> e <b>probabilidade</b>?;Probabilidade depende de contagem, porque muitas vezes calculamos casos favoráveis e casos possíveis. A contagem ensina a descobrir esses números sem listar tudo.<br><br><i>Fonte: Análise Combinatória – Contagem</i><hr><b>BIZU:</b> Probabilidade pergunta “quantos favoráveis sobre quantos possíveis”. Contagem responde os quantos.
Como a frase <b>uma opção de cada grupo</b> ajuda a resolver questões?;Ela indica Regra do E. Se a escolha final exige selecionar um item de cada grupo, então o total é o produto das quantidades de opções de cada grupo.<br><br><i>Fonte: Análise Combinatória – Contagem</i><hr><b>BIZU:</b> Um de cada grupo = multiplicação.
Como a frase <b>por um caminho ou por outro</b> ajuda a resolver questões?;Ela indica Regra do OU. Calcule separadamente cada caminho possível e some os resultados finais.<br><br><i>Fonte: Análise Combinatória – Contagem</i><hr><b>BIZU:</b> Caminhos alternativos = soma.
Qual é o erro mais comum em <b>princípios de contagem</b>?;O erro mais comum é somar quando deveria multiplicar, ou multiplicar tudo quando deveria separar em casos e somar. O segredo é interpretar se há etapas conjuntas ou alternativas.<br><br><i>Fonte: Análise Combinatória – Contagem</i><hr><b>BIZU:</b> Antes da conta, decida a lógica: E ou OU.
Qual roteiro prático resolve a maioria das questões iniciais de contagem?;Primeiro, identifique as escolhas. Segundo, veja se elas acontecem juntas ou são alternativas. Terceiro, multiplique nas etapas com E. Quarto, some os casos com OU.<br><br><i>Fonte: Análise Combinatória – Contagem</i><hr><b>BIZU:</b> Mapa da prova: identificar, separar, multiplicar, somar.
Como interpretar a palavra <b>juntos</b> em uma questão de contagem?;A palavra juntos normalmente manda formar um <b>bloco</b>. Depois contamos as formas de organizar os blocos e as formas de organizar os elementos dentro dos blocos.<br><br><i>Fonte: Análise Combinatória – Contagem</i><hr><b>BIZU:</b> Juntos = bloco. Bloco é cola.
Como interpretar a palavra <b>diferentes</b> em uma questão de contagem?;A palavra diferentes indica que os elementos são distinguíveis. Trocar um elemento por outro ou trocar posições costuma gerar nova possibilidade, dependendo do contexto.<br><br><i>Fonte: Análise Combinatória – Contagem</i><hr><b>BIZU:</b> Diferente tem identidade própria. A troca pode contar.
Como interpretar <b>capacidade e cor</b> na questão da geladeira?;Como duas características que devem aparecer juntas no produto final. Por isso, a capacidade escolhida combina com cada cor disponível.<br><br><i>Fonte: Análise Combinatória – Contagem</i><hr><b>BIZU:</b> Característica cruzando com característica é multiplicação.
Como interpretar <b>seringa e agulha</b> na questão do consultório?;Como uma escolha composta por dois itens necessários. Para cada seringa, existem duas opções de agulha, então multiplicamos.<br><br><i>Fonte: Análise Combinatória – Contagem</i><hr><b>BIZU:</b> Par completo = escolha composta.
Qual é a principal conexão entre os exercícios de <b>seringa</b>, <b>geladeira</b> e <b>rodovias</b>?;Todos exigem escolhas sucessivas ou combinadas. Seringa com agulha, capacidade com cor, rodovia de um trecho com rodovia do trecho seguinte. Em todos, o núcleo é a Regra do E.<br><br><i>Fonte: Análise Combinatória – Contagem</i><hr><b>BIZU:</b> Quando o problema encaixa peças, multiplique.
Qual é a principal conexão entre os exercícios de <b>caminhos A a C</b> e <b>Regra do OU</b>?;A questão mostra que pode haver mais de uma rota completa. Dentro de cada rota, usamos E. Entre rotas completas alternativas, usamos OU.<br><br><i>Fonte: Análise Combinatória – Contagem</i><hr><b>BIZU:</b> Rota completa é pacote. Pacotes alternativos somam.
Qual é a frase-mãe para memorizar princípios de contagem?;<b>E multiplica, OU soma</b>. Mas a frase só funciona quando o aluno entende a lógica: E indica etapas juntas, OU indica alternativas separadas.<br><br><i>Fonte: Análise Combinatória – Contagem</i><hr><b>BIZU:</b> Decore assim: E = engrena, OU = une alternativas.
