Frente;Verso
Qual é a fórmula da variância usando somatórios?;<b>Variância = soma de xi² / n - média²</b>.<br><br><i>Fonte: Medidas de Dispersão – Método das Médias</i><hr><b>BIZU:</b> Some os quadrados, divida por n e subtraia a média ao quadrado.
Se <b>n = 40</b>, <b>soma xi = 80</b> e <b>soma xi² = 1200</b>, qual é a média?;<b>2</b>. A média é soma xi dividido por n: 80 / 40 = 2.<br><br><i>Fonte: Exercícios – Variância e Desvio Padrão</i><hr><b>BIZU:</b> Média vem da soma simples.
Se <b>n = 40</b>, <b>soma xi = 80</b> e <b>soma xi² = 1200</b>, qual é a média dos quadrados?;<b>30</b>. A média dos quadrados é 1200 / 40 = 30.<br><br><i>Fonte: Exercícios – Variância e Desvio Padrão</i><hr><b>BIZU:</b> Média dos quadrados vem da soma de x².
[QUESTÃO] Se <b>n = 40</b>, <b>soma xi = 80</b> e <b>soma xi² = 1200</b>, qual é a variância?;<b>26</b>. Média = 80 / 40 = 2. Média dos quadrados = 1200 / 40 = 30. Variância = 30 - 2² = 30 - 4 = 26.<br><br><i>Fonte: Exercícios – Variância e Desvio Padrão</i><hr><b>BIZU:</b> x² médio menos média².
O que é <b>variância amostral</b>?;É a variância usada quando estamos lidando com uma amostra, geralmente representada por S².<br><br><i>Fonte: Medidas de Dispersão – Variância Amostral</i><hr><b>BIZU:</b> Amostra usa S².
Quando usamos <b>variância amostral</b> no material?;Usamos quando lidamos com amostras ou quando a população é pequena, menor que 30.<br><br><i>Fonte: Medidas de Dispersão – Variância Amostral</i><hr><b>BIZU:</b> Amostra ou população pequena pede atenção ao denominador.
Qual símbolo representa a <b>variância amostral</b>?;<b>S²</b>.<br><br><i>Fonte: Medidas de Dispersão – Variância Amostral</i><hr><b>BIZU:</b> S² é variância da amostra.
Qual é a principal diferença entre variância populacional e variância amostral?;A variância populacional divide por n. A variância amostral usa correção, dividindo por n - 1 ou multiplicando pelo fator n / (n - 1), conforme a forma usada.<br><br><i>Fonte: Medidas de Dispersão – Variância Amostral</i><hr><b>BIZU:</b> Amostra perde 1 no denominador.
O que é o <b>estimador não tendencioso</b> citado no material?;É a correção usada na variância amostral para estimar melhor a variância populacional, indicada pelo fator n / (n - 1).<br><br><i>Fonte: Medidas de Dispersão – Variância Amostral</i><hr><b>BIZU:</b> Correção amostral aumenta um pouco a variância.
Por que a variância amostral costuma ser maior que a variância populacional calculada com n?;Porque ela divide por n - 1 em vez de n, aumentando o resultado para corrigir o viés da amostra.<br><br><i>Fonte: Medidas de Dispersão – Variância Amostral</i><hr><b>BIZU:</b> Denominador menor gera resultado maior.
Qual é o erro mais comum em <b>variância amostral</b>?;Usar n no denominador quando o enunciado pede amostra ou estimador não tendencioso. O correto é usar n - 1.<br><br><i>Fonte: Medidas de Dispersão – Variância Amostral</i><hr><b>BIZU:</b> Viu amostra, procure n - 1.
O que significa <b>dispersão absoluta</b> no material?;O material associa dispersão absoluta ao desvio padrão, que mede o espalhamento na mesma unidade da variável.<br><br><i>Fonte: Medidas de Dispersão – Variância e Desvio Padrão</i><hr><b>BIZU:</b> DP é dispersão absoluta.
Qual é a diferença entre <b>variância</b> e <b>desvio padrão</b>?;A variância mede o espalhamento em unidade ao quadrado. O desvio padrão é a raiz da variância e volta à unidade original da variável.<br><br><i>Fonte: Medidas de Dispersão – Variância e Desvio Padrão</i><hr><b>BIZU:</b> Variância ao quadrado. DP na unidade original.
Se os dados estão em <b>metros</b>, qual é a unidade do desvio padrão?;<b>Metros</b>. O desvio padrão tem a mesma unidade da variável.<br><br><i>Fonte: Medidas de Dispersão – Propriedades</i><hr><b>BIZU:</b> DP conversa na mesma unidade dos dados.
Se os dados estão em <b>metros</b>, qual é a unidade da variância?;<b>Metros quadrados</b>. A variância tem a unidade da variável ao quadrado.<br><br><i>Fonte: Medidas de Dispersão – Propriedades</i><hr><b>BIZU:</b> Variância sempre carrega unidade ao quadrado.
Qual é a relação entre <b>maior desvio padrão</b> e <b>maior variabilidade</b>?;Quanto maior o desvio padrão, maior tende a ser a variabilidade dos dados em torno da média.<br><br><i>Fonte: Medidas de Dispersão – Variância e Desvio Padrão</i><hr><b>BIZU:</b> DP grande significa dados mais espalhados.
Qual é a relação entre <b>desvio padrão zero</b> e os dados da série?;Desvio padrão zero significa que todos os dados são iguais.<br><br><i>Fonte: Medidas de Dispersão – Variância e Desvio Padrão</i><hr><b>BIZU:</b> DP zero é ausência total de variação.
Como estimar o desvio padrão usando a <b>Regra de Ouro da Amplitude</b>?;<b>DP aproximado = amplitude / 4</b>.<br><br><i>Fonte: Dicas Extras – Desvio Padrão Amostral</i><hr><b>BIZU:</b> Amplitude dividida por 4 é estimativa rápida.
Quando usar a estimativa <b>DP ≈ amplitude / 4</b>?;Use apenas quando o enunciado não fornecer todas as variáveis necessárias para calcular o desvio padrão diretamente.<br><br><i>Fonte: Dicas Extras – Desvio Padrão Amostral</i><hr><b>BIZU:</b> Se dá para calcular exato, não use estimativa.
Como estimar o desvio padrão usando o <b>intervalo interquartílico</b>?;<b>DP aproximado = 0,74 × IQR</b>.<br><br><i>Fonte: Dicas Extras – Desvio Padrão Amostral</i><hr><b>BIZU:</b> IQR também estima dispersão.
Qual é a advertência do material sobre métodos de estimativa do desvio padrão?;Essas metodologias só devem ser usadas se o enunciado não fornecer todas as variáveis necessárias para o cálculo direto.<br><br><i>Fonte: Dicas Extras – Desvio Padrão Amostral</i><hr><b>BIZU:</b> Estimativa é plano B, não plano A.
Qual é o checklist para calcular <b>variância</b> pelo método dos desvios?;Calcule a média. Subtraia a média de cada valor. Eleve cada desvio ao quadrado. Some os quadrados. Divida por n ou por n - 1 conforme o caso.<br><br><i>Fonte: Medidas de Dispersão – Variância e Desvio Padrão</i><hr><b>BIZU:</b> O denominador depende de população ou amostra.
Qual é o checklist para calcular <b>desvio padrão</b>?;Calcule a variância e depois extraia a raiz quadrada da variância.<br><br><i>Fonte: Medidas de Dispersão – Variância e Desvio Padrão</i><hr><b>BIZU:</b> DP vem depois da variância.
Qual é a defesa anti-erro em <b>variância e desvio padrão</b>?;Não confunda variância com desvio padrão. Variância é quadrática. Desvio padrão é a raiz da variância.<br><br><i>Fonte: Medidas de Dispersão – Variância e Desvio Padrão</i><hr><b>BIZU:</b> Se pediu DP, não pare na variância.
