Frente;Verso
Qual é a regra para expressões como <b>fração de fração de valor</b>?;Multiplique as frações entre si e depois pelo valor indicado.<br><br><i>Fonte: Complemento didático autoral</i><hr><b>BIZU:</b> Fração de fração é produto de frações.
Como traduzir <b>um número menos 1/3 de sua quinta parte é igual a 70</b>?;Se o número é x, sua quinta parte é x/5 e um terço disso é x/15. A equação é x - x/15 = 70.<br><br><i>Fonte: Raciocínio Aritmético – Equação do 1º grau</i><hr><b>BIZU:</b> Terço da quinta parte = x/15.
[QUESTÃO] Um número menos 1/3 de sua quinta parte é igual a 70. Qual é o número?;<b>75</b>. Seja x o número. x - x/15 = 70. Então 14x/15 = 70. Logo, x = 70 × 15 / 14 = 75.<br><br><i>Fonte: Raciocínio Aritmético – Equação do 1º grau</i><hr><b>BIZU:</b> Cuidado com “da quinta parte”.
Qual é a pegadinha em <b>1/3 de sua quinta parte</b>?;Não é x/3 nem x/5 isoladamente. É um terço de x/5, ou seja, x/15.<br><br><i>Fonte: Raciocínio Aritmético – Equação do 1º grau</i><hr><b>BIZU:</b> Fração de fração multiplica.
Como traduzir <b>aos 3/4 do que um menino possui, juntamos 0,50 e obtemos 0,80</b>?;Se ele possui x, então 3x/4 + 0,50 = 0,80.<br><br><i>Fonte: Raciocínio Aritmético – Equação do 1º grau</i><hr><b>BIZU:</b> O que ele possui é x, não 0,80.
[QUESTÃO] Se aos 3/4 do que um menino possui juntarmos 0,50 obteremos 0,80. Quanto ele possui?;<b>0,40</b>. Seja x a quantia. 3x/4 + 0,50 = 0,80. Então 3x/4 = 0,30. Logo, x = 0,30 × 4 / 3 = 0,40.<br><br><i>Fonte: Raciocínio Aritmético – Equação do 1º grau</i><hr><b>BIZU:</b> Tire o 0,50 antes de desfazer a fração.
Qual é o método para resolver equação com fração do tipo <b>3x/4 = 0,30</b>?;Multiplique os dois lados pelo inverso da fração. Assim, x = 0,30 × 4 / 3.<br><br><i>Fonte: Complemento didático autoral</i><hr><b>BIZU:</b> Para desfazer 3/4, multiplique por 4/3.
Como interpretar <b>3/7 eram feijão branco e o resto feijão preto</b>?;Se o total é x, os brancos são 3x/7 e os pretos são 4x/7.<br><br><i>Fonte: Raciocínio Aritmético – Equação do 1º grau</i><hr><b>BIZU:</b> Resto de 3/7 é 4/7.
[QUESTÃO] Em um lote, 3/7 eram feijão branco e o resto preto. A diferença entre as quantidades era 120. Quantos sacos de feijão branco havia?;<b>360</b>. Seja x o total. Brancos = 3x/7. Pretos = 4x/7. Diferença = x/7 = 120. Logo, x = 840. Brancos = 3 × 840 / 7 = 360.<br><br><i>Fonte: Raciocínio Aritmético – Equação do 1º grau</i><hr><b>BIZU:</b> A diferença entre 4/7 e 3/7 é 1/7.
Qual é a pegadinha da questão dos <b>sacos de feijão</b>?;O problema pede a quantidade de feijão branco, não o total do lote.<br><br><i>Fonte: Raciocínio Aritmético – Equação do 1º grau</i><hr><b>BIZU:</b> Depois de achar o total, volte ao que foi pedido.
Como traduzir <b>pensei um número, multipliquei por 2 e somei a terça parte do número</b>?;Se o número é x, a expressão é 2x + x/3.<br><br><i>Fonte: Raciocínio Aritmético – Equação do 1º grau</i><hr><b>BIZU:</b> A terça parte é do número original.
[QUESTÃO] Pensei um número. Multipliquei por 2. Depois somei a terça parte do número e obtive 14. Qual era o número?;<b>6</b>. Seja x o número. 2x + x/3 = 14. Então 6x/3 + x/3 = 14, logo 7x/3 = 14. Assim, x = 6.<br><br><i>Fonte: Raciocínio Aritmético – Equação do 1º grau</i><hr><b>BIZU:</b> Transforme 2x em 6x/3 para somar com x/3.
Qual é a pegadinha da questão do <b>número pensado</b>?;Somar a terça parte do resultado em vez da terça parte do número original. O enunciado fala da terça parte do número.<br><br><i>Fonte: Raciocínio Aritmético – Equação do 1º grau</i><hr><b>BIZU:</b> Leia de quem é a fração.
Como interpretar <b>gastou 1/5 do dinheiro em um dia e 2/7 no outro</b>?;No material, trata-se como frações do total inicial. Se o total é x, gastou x/5 + 2x/7 e ficou com 3600.<br><br><i>Fonte: Raciocínio Aritmético – Equação do 1º grau</i><hr><b>BIZU:</b> Quando não diz “do que sobrou”, use o total inicial.
[QUESTÃO] Uma pessoa gastou 1/5 do dinheiro em um dia e 2/7 no outro. Ficou com 3600. Quanto possuía?;<b>7000</b>. Seja x o total. Gastou x/5 + 2x/7. Restou 3600. Então x - x/5 - 2x/7 = 3600. Como 1 - 1/5 - 2/7 = 18/35, temos 18x/35 = 3600. Logo, x = 7000.<br><br><i>Fonte: Raciocínio Aritmético – Equação do 1º grau</i><hr><b>BIZU:</b> Frações do total saem do x inicial.
Qual é a diferença entre <b>2/7 do dinheiro</b> e <b>2/7 do que restou</b>?;2/7 do dinheiro indica fração do total inicial. 2/7 do que restou indica fração aplicada depois de uma primeira retirada.<br><br><i>Fonte: Complemento didático autoral</i><hr><b>BIZU:</b> “Do que restou” muda completamente a conta.
[QUESTÃO] Os 2/3 de 5/3 de uma moto equivalem a 3/2 de 2/5 do preço de um automóvel de 9600. Qual é o preço da moto?;<b>5184</b>. Seja x o preço da moto. 2/3 × 5/3 × x = 3/2 × 2/5 × 9600. À esquerda, 10x/9. À direita, 3/5 × 9600 = 5760. Então 10x/9 = 5760 e x = 5184.<br><br><i>Fonte: Raciocínio Aritmético – Equação do 1º grau</i><hr><b>BIZU:</b> Monte os dois lados antes de calcular.
Qual é a estratégia para problemas que dizem <b>fração de um valor equivale a fração de outro</b>?;Monte uma igualdade entre as duas expressões fracionárias.<br><br><i>Fonte: Complemento didático autoral</i><hr><b>BIZU:</b> Equivale a = sinal de igual.
Como traduzir <b>o primeiro ficou com 1/3, o segundo com 1/4 e o terceiro com 25 restantes</b>?;Se o total é x, então x/3 + x/4 + 25 = x.<br><br><i>Fonte: Raciocínio Aritmético – Equação do 1º grau</i><hr><b>BIZU:</b> As partes distribuídas somam o total.
[QUESTÃO] Distribui-se certa quantidade de lápis entre três alunos. O primeiro ficou com 1/3, o segundo com 1/4 e o terceiro com os 25 restantes. Quantos lápis foram distribuídos?;<b>60</b>. Seja x o total. x/3 + x/4 + 25 = x. Como x/3 + x/4 = 7x/12, temos 7x/12 + 25 = x. Então 25 = 5x/12. Logo, x = 60.<br><br><i>Fonte: Raciocínio Aritmético – Equação do 1º grau</i><hr><b>BIZU:</b> O restante é a parte que falta para completar o total.
Qual é a pegadinha da questão dos <b>lápis</b>?;Achar que 25 é uma fração do total. Na verdade, 25 é a quantidade restante após as duas primeiras partes.<br><br><i>Fonte: Raciocínio Aritmético – Equação do 1º grau</i><hr><b>BIZU:</b> Número fixo não é fração.
Como interpretar <b>vendeu-se 3/7 do vinho, a seguir 1/4 do resto e finalmente sobraram 15 litros</b>?;É um problema sequencial. Primeiro vende 3/7 do total, depois 1/4 do que restou, e no fim sobram 15 litros.<br><br><i>Fonte: Raciocínio Aritmético – Equação do 1º grau</i><hr><b>BIZU:</b> “Do resto” obriga etapa por etapa.
[QUESTÃO] Do vinho de um barril, vendeu-se 3/7, depois 1/4 do resto, e sobraram 15 litros. Quantos litros havia?;<b>35</b>. Seja x o total. Depois de vender 3/7, resta 4x/7. Vendeu 1/4 desse resto, então ficou 3/4 de 4x/7 = 3x/7. Como isso vale 15, temos 3x/7 = 15. Logo, x = 35.<br><br><i>Fonte: Raciocínio Aritmético – Equação do 1º grau</i><hr><b>BIZU:</b> Vender 1/4 do resto significa ficar com 3/4 do resto.
Qual é a pegadinha da questão do <b>barril de vinho</b>?;Tratar 1/4 como fração do total inicial. O enunciado diz que é 1/4 do resto.<br><br><i>Fonte: Raciocínio Aritmético – Equação do 1º grau</i><hr><b>BIZU:</b> “Do resto” muda a base da fração.
Como calcular cobrança de estacionamento com valor fixo até 2 horas e adicional por minuto excedente?;Calcule o tempo total, subtraia as 2 primeiras horas, converta o excedente em minutos e multiplique pelo valor por minuto. Depois some o valor fixo.<br><br><i>Fonte: Raciocínio Aritmético – Equação do 1º grau</i><hr><b>BIZU:</b> Tempo excedente é o que passa das duas primeiras horas.
[QUESTÃO] O estacionamento cobra 5 reais por até duas horas e 2 centavos por minuto excedente. Um veículo fica das 9h28 de um dia até 15h08 do dia seguinte. Quanto paga?;<b>38,20</b>. De 9h28 até 15h08 do dia seguinte são 29h40. Subtraindo 2h, excedem 27h40, ou 1660 minutos. Adicional = 1660 × 0,02 = 33,20. Total = 33,20 + 5 = 38,20.<br><br><i>Fonte: Raciocínio Aritmético – Equação do 1º grau</i><hr><b>BIZU:</b> Não cobre adicional sobre as duas primeiras horas.
Qual é a pegadinha da questão do <b>estacionamento</b>?;Cobrar 2 centavos por todos os minutos. O correto é cobrar adicional apenas pelo tempo que passa das duas primeiras horas.<br><br><i>Fonte: Raciocínio Aritmético – Equação do 1º grau</i><hr><b>BIZU:</b> Primeiro tire a franquia de 2 horas.
Como transformar <b>1 dia</b> em horas?;<b>1 dia = 24 horas</b>.<br><br><i>Fonte: Complemento didático autoral</i><hr><b>BIZU:</b> Virou para o dia seguinte, pense em 24 horas mais o restante.
Como transformar horas excedentes em minutos?;Multiplique o número de horas por 60 e some os minutos restantes.<br><br><i>Fonte: Complemento didático autoral</i><hr><b>BIZU:</b> 27h40 = 27 × 60 + 40.
Qual é o erro comum em problemas de tempo com virada de dia?;Subtrair os horários diretamente sem considerar que houve passagem por meia-noite.<br><br><i>Fonte: Complemento didático autoral</i><hr><b>BIZU:</b> De um dia para o outro, acrescente 24h.
Qual é o checklist para resolver problema de 1º grau com frações?;Defina x, identifique se a fração é do total ou do resto, monte a equação, elimine denominadores, resolva e confira o que foi pedido.<br><br><i>Fonte: Complemento didático autoral</i><hr><b>BIZU:</b> Total ou resto é a pergunta mais importante.
Qual é o checklist para resolver problema de distribuição?;Defina o total como x, escreva cada parte recebida, some todas as partes e iguale ao total.<br><br><i>Fonte: Complemento didático autoral</i><hr><b>BIZU:</b> Partes distribuídas devem fechar o todo.
Qual é o checklist para resolver problema de gasto e sobra?;Defina o total, subtraia os gastos, respeite se são frações do total ou do restante, e iguale à sobra final.<br><br><i>Fonte: Complemento didático autoral</i><hr><b>BIZU:</b> Sobra final é o que fica depois de todas as retiradas.
Qual é a defesa anti-erro em <b>equação do 1º grau</b>?;Não comece calculando sem definir a incógnita. Leia se a fração é do total ou do resto, monte a igualdade e só depois resolva.<br><br><i>Fonte: Raciocínio Aritmético – Equação do 1º grau</i><hr><b>BIZU:</b> A banca troca “do total” por “do resto” para derrubar.
