Frente;Verso
Mal súbito de passageiro que cai na linha férrea do metrô é fortuito interno ou externo?;<font color="#ff4444"><b>Fortuito externo</b></font>.<br><br>O evento decorre de fator pessoal do passageiro, não da organização do serviço.<br><br><i>Fonte: STJ, REsp 1.936.743 SP</i><hr><b>BIZU:</b> Corpo do usuário = externo. Falha do serviço = interno.
Responsabilidade por omissão do Estado é objetiva ou subjetiva como regra?;Como regra, é <font color="#ffeb3b"><b>subjetiva</b></font>.<br><br>Exige prova de culpa administrativa, culpa do serviço ou <i>faute du service</i>.<br><br><i>Fonte: Aula 07</i><hr><b>BIZU:</b> Omissão genérica = subjetiva.
Quais são as três formas clássicas de culpa do serviço?;O serviço: <br>• <font color="#ff4444"><b>não funcionou</b></font><br>• <font color="#ff4444"><b>funcionou mal</b></font><br>• <font color="#ff4444"><b>funcionou atrasado</b></font><br><br><i>Fonte: Aula 07</i><hr><b>BIZU:</b> NMA: Não, Mal, Atrasado.
Omissão específica gera qual responsabilidade?;<font color="#00e676"><b>Objetiva</b></font>.<br><br>Quando há dever jurídico específico de agir, a omissão se aproxima de ato comissivo.<br><br><i>Fonte: Aula 07</i><hr><b>BIZU:</b> Omissão específica puxa objetiva.
Omissão genérica gera qual responsabilidade?;<font color="#ffeb3b"><b>Subjetiva</b></font>.<br><br>Exige prova de falha do serviço.<br><br><i>Fonte: Aula 07</i><hr><b>BIZU:</b> Omissão genérica mora na culpa administrativa.
Quando o Estado está em <b>posição de garante</b>, a responsabilidade é qual?;<font color="#00e676"><b>Objetiva</b></font>.<br><br>Isso ocorre quando o Estado tem dever especial de guarda, custódia ou proteção.<br><br><i>Fonte: Aula 07</i><hr><b>BIZU:</b> Garante = guarda = objetiva.
Quais são os exemplos clássicos de posição de garante?;São: <br>• <font color="#00e676"><b>presos</b></font><br>• <font color="#00e676"><b>alunos em escola pública</b></font><br>• pessoas sob custódia ou guarda estatal<br><br><i>Fonte: Aula 07</i><hr><b>BIZU:</b> Preso e aluno público acendem alerta de garante.
Aluno agredido dentro de escola pública gera responsabilidade objetiva?;<font color="#00e676"><b>Sim</b></font>, se estiver sob guarda da escola no contexto escolar.<br><br>O Estado tinha dever de vigilância e proteção.<br><br><i>Fonte: Aula 07</i><hr><b>BIZU:</b> Dentro da escola, o Estado guarda.
Morte de preso gera responsabilidade automática por risco integral?;<font color="#ff4444"><b>Não.</b></font><br><br>O Estado tem dever específico de proteção, mas ainda se analisa nexo causal e possibilidade de excludentes pelo risco administrativo.<br><br><i>Fonte: STF, RE 841.526 RS</i><hr><b>BIZU:</b> Preso chama objetiva, mas não risco integral.
Crime praticado por foragido sempre gera responsabilidade objetiva do Estado?;<font color="#ff4444"><b>Não.</b></font><br><br>É preciso demonstrar nexo causal direto entre a fuga e o crime.<br><br><i>Fonte: STF, RE 608.880, Tema 362</i><hr><b>BIZU:</b> Foragido não gera responsabilidade eterna.
O que é essencial em crime praticado por foragido?;<font color="#ffeb3b"><b>Nexo causal direto</b></font> entre fuga e crime.<br><br>Sem nexo direto, não há responsabilidade objetiva do Estado.<br><br><i>Fonte: STF, Tema 362</i><hr><b>BIZU:</b> Fuga distante no tempo enfraquece o nexo.
Dano por fenômeno da natureza gera responsabilidade objetiva automática?;<font color="#ff4444"><b>Não.</b></font><br><br>Em regra, danos por fenômenos naturais exigem prova de omissão culposa do Estado.<br><br><i>Fonte: Aula 07</i><hr><b>BIZU:</b> Natureza sozinha não indeniza. Natureza + falha estatal pode indenizar.
Enchente com bueiros entupidos por falta de manutenção pode gerar responsabilidade?;<font color="#00e676"><b>Sim</b></font>, mas em regra por responsabilidade subjetiva decorrente de omissão culposa.<br><br><i>Fonte: Aula 07</i><hr><b>BIZU:</b> Bueiro entupido é prova de serviço mal cuidado.
Ato lícito do Estado pode gerar indenização?;<font color="#00e676"><b>Sim.</b></font><br><br>Se causar dano jurídico específico e anormal a particular, pode surgir dever de indenizar.<br><br><i>Fonte: Aula 07</i><hr><b>BIZU:</b> Lícito não significa grátis.
Qual o fundamento da indenização por ato lícito que causa dano específico?;<font color="#00e676"><b>Igualdade na repartição dos ônus sociais</b></font>.<br><br>Se a coletividade se beneficia, não é justo que um só suporte prejuízo anormal.<br><br><i>Fonte: Aula 07</i><hr><b>BIZU:</b> Todos ganham, todos dividem a conta.
Mero prejuízo econômico sempre é dano indenizável?;<font color="#ff4444"><b>Não.</b></font><br><br>É preciso haver dano jurídico, ou seja, lesão a direito protegido.<br><br><i>Fonte: Aula 07</i><hr><b>BIZU:</b> Prejuízo econômico sem direito violado não basta.
Mudança de repartição que reduz clientela de comerciante gera indenização?;<font color="#ff4444"><b>Em regra, não.</b></font><br><br>Há prejuízo econômico, mas não violação a direito juridicamente tutelado.<br><br><i>Fonte: Aula 07</i><hr><b>BIZU:</b> Clientela de repartição não é direito adquirido.
Represa pública que inunda propriedade privada gera indenização?;<font color="#00e676"><b>Sim.</b></font><br><br>A obra pode ser lícita, mas atinge direito de propriedade.<br><br><i>Fonte: Aula 07</i><hr><b>BIZU:</b> Propriedade atingida = dano jurídico.
Dano moral pode gerar responsabilidade civil do Estado?;<font color="#00e676"><b>Sim.</b></font><br><br>A responsabilidade civil do Estado alcança danos materiais e morais.<br><br><i>Fonte: Aula 07</i><hr><b>BIZU:</b> Responsabilidade civil protege patrimônio e dignidade.
Quem deve ser acionado pela vítima do dano causado por agente público?;A <font color="#00e676"><b>pessoa jurídica</b></font> responsável.<br><br>Não se ajuíza ação diretamente contra o agente público.<br><br><i>Fonte: STF, Tema 940</i><hr><b>BIZU:</b> Vítima contra Estado. Estado contra agente depois.
O agente público pode ser réu direto na ação indenizatória da vítima?;<font color="#ff4444"><b>Não.</b></font><br><br>Segundo o STF, ele é parte ilegítima. A vítima aciona o Estado ou a prestadora de serviço público.<br><br><i>Fonte: STF, RE 1.027.633, Tema 940</i><hr><b>BIZU:</b> Tema 940 mata ação direta contra agente.
O que é a teoria da dupla garantia?;É a ideia de que o art. 37, § 6º, protege: <br>• a vítima, que aciona pessoa jurídica solvente<br>• o agente, que não responde diretamente à vítima<br><br><i>Fonte: STF, Tema 940</i><hr><b>BIZU:</b> Uma garantia para receber, outra para não ser acionado direto.
Quando o agente público responde?;Em <font color="#ffeb3b"><b>ação regressiva</b></font>, se houver dolo ou culpa.<br><br><i>Fonte: Art. 37, § 6º, CF</i><hr><b>BIZU:</b> Agente só entra no segundo tempo.
Responsabilidade do Estado perante a vítima é objetiva ou subjetiva?;<font color="#00e676"><b>Objetiva</b></font>, como regra nos atos comissivos.<br><br><i>Fonte: Art. 37, § 6º, CF</i><hr><b>BIZU:</b> Estado responde sem discutir culpa.
Responsabilidade do agente perante o Estado em regresso é objetiva ou subjetiva?;<font color="#ffeb3b"><b>Subjetiva</b></font>.<br><br>Depende de dolo ou culpa.<br><br><i>Fonte: Art. 37, § 6º, CF</i><hr><b>BIZU:</b> Agente não paga sem culpa ou dolo.
Ação regressiva é faculdade do Estado?;<font color="#ff4444"><b>Não.</b></font><br><br>Se houver dolo ou culpa do agente, o regresso é dever do Estado, em razão da indisponibilidade do interesse público.<br><br><i>Fonte: Aula 07</i><hr><b>BIZU:</b> Dinheiro público não é presente.
Ação regressiva transmite-se aos herdeiros?;<font color="#00e676"><b>Sim</b></font>, até o limite da herança.<br><br><i>Fonte: CF, art. 5º, XLV</i><hr><b>BIZU:</b> Herança é teto. Herdeiro não paga com patrimônio próprio.
Servidor exonerado ou aposentado ainda pode sofrer ação regressiva?;<font color="#00e676"><b>Sim.</b></font><br><br>A extinção do vínculo não apaga a responsabilidade civil regressiva.<br><br><i>Fonte: Aula 07</i><hr><b>BIZU:</b> Saiu do cargo, não saiu do passado.
Denunciação da lide ao agente é obrigatória?;<font color="#ff4444"><b>Não.</b></font><br><br>É facultativa e depende de avaliação do juiz sobre economia e celeridade processual.<br><br><i>Fonte: STJ, EREsp 313.886 RN</i><hr><b>BIZU:</b> Admissível não é obrigatória.
Por que a denunciação da lide pode ser problemática?;Porque mistura a responsabilidade objetiva do Estado com a responsabilidade subjetiva do agente, atrasando a indenização da vítima.<br><br><i>Fonte: Aula 07</i><hr><b>BIZU:</b> Misturar objetiva com subjetiva pode travar o processo.
Prazo da ação da vítima contra o Estado é qual?;<font color="#ffeb3b"><b>5 anos</b></font>.<br><br>Regra quinquenal do Decreto 20.910 de 1932.<br><br><i>Fonte: Decreto 20.910 de 1932</i><hr><b>BIZU:</b> Fazenda Pública = 5 anos.
Prazo trienal do Código Civil prevalece contra a Fazenda Pública?;<font color="#ff4444"><b>Não.</b></font><br><br>O STJ aplica o prazo quinquenal de 5 anos.<br><br><i>Fonte: STJ, Tema Repetitivo 553</i><hr><b>BIZU:</b> Contra Fazenda, não viaje no 3. Pense em 5.
Indenização por tortura no regime militar prescreve?;<font color="#ff4444"><b>Não.</b></font><br><br>É imprescritível a pretensão de indenização por danos morais e materiais decorrentes de tortura no regime militar.<br><br><i>Fonte: STJ, EREsp 816.209 RJ</i><hr><b>BIZU:</b> Tortura estatal de exceção não prescreve.
Ação regressiva por ilícito civil prescreve?;<font color="#00e676"><b>Sim.</b></font><br><br>O material indica prazo de <font color="#ffeb3b"><b>5 anos</b></font> para ilícitos civis.<br><br><i>Fonte: STF, RE 669.069</i><hr><b>BIZU:</b> Ilícito civil contra erário não é eterno.
Ressarcimento ao erário por improbidade dolosa prescreve?;<font color="#ff4444"><b>Não.</b></font><br><br>São imprescritíveis as ações de ressarcimento fundadas em ato doloso de improbidade administrativa.<br><br><i>Fonte: STF, RE 852.475</i><hr><b>BIZU:</b> Improbidade dolosa = imprescritível.
Decisão de Tribunal de Contas torna o ressarcimento imprescritível?;<font color="#ff4444"><b>Não.</b></font><br><br>A pretensão de ressarcimento fundada em decisão de Tribunal de Contas é prescritível.<br><br><i>Fonte: STF, Tema 899</i><hr><b>BIZU:</b> Acórdão do TC não é eternidade.
Quais são as hipóteses clássicas de risco integral citadas no material?;São: <br>• <font color="#ffeb3b"><b>dano nuclear</b></font><br>• <font color="#ffeb3b"><b>dano ambiental</b></font><br>• atos terroristas, atos de guerra ou eventos correlatos contra aeronaves brasileiras<br><br><i>Fonte: Aula 07</i><hr><b>BIZU:</b> NATA: Nuclear, Ambiental, Terrorismo, Aeronave.
Dano ambiental segue risco administrativo ou integral?;<font color="#ffeb3b"><b>Risco integral</b></font>.<br><br>É responsabilidade objetiva sem excludentes tradicionais.<br><br><i>Fonte: Aula 07</i><hr><b>BIZU:</b> Ambiental é exceção pesada.
Dano nuclear segue qual teoria?;<font color="#ffeb3b"><b>Risco integral</b></font>.<br><br>É hipótese constitucional expressa.<br><br><i>Fonte: CF, art. 21, XXIII, d</i><hr><b>BIZU:</b> Nuclear acende risco integral.
Operação policial com morte ou ferimento segue risco integral?;<font color="#ff4444"><b>Não.</b></font><br><br>Segue <font color="#00e676"><b>risco administrativo</b></font>.<br><br><i>Fonte: STF, ARE 1.385.315</i><hr><b>BIZU:</b> Operação policial é objetiva, mas não integral.
Perícia inconclusiva sobre disparo em operação policial afasta responsabilidade?;<font color="#ff4444"><b>Não por si só.</b></font><br><br>A perícia inconclusiva é elemento indiciário e não basta para afastar a responsabilidade civil do Estado.<br><br><i>Fonte: STF, ARE 1.385.315</i><hr><b>BIZU:</b> Inconclusiva não inocenta automaticamente.
Profissional de imprensa ferido em manifestação gera responsabilidade objetiva?;<font color="#00e676"><b>Sim.</b></font><br><br>Mas pode haver culpa exclusiva se ele descumprir advertência clara e ostensiva sobre área de grave risco.<br><br><i>Fonte: STF, Tema 1055</i><hr><b>BIZU:</b> Imprensa protegida, imprudência clara pode excluir.
Fogos de artifício clandestinos geram responsabilidade estatal sempre?;<font color="#ff4444"><b>Não.</b></font><br><br>É preciso violação de dever específico, como licença irregular ou conhecimento das irregularidades pelo poder público.<br><br><i>Fonte: STF, Tema 366</i><hr><b>BIZU:</b> Fogos + dever específico violado.
Concessionária responde objetivamente só perante usuários?;<font color="#ff4444"><b>Não.</b></font><br><br>Responde perante usuários e não usuários do serviço.<br><br><i>Fonte: STF, RE 591.874 MS</i><hr><b>BIZU:</b> Passageiro, pedestre, ciclista, todos podem ser terceiros.
Empresa pública exploradora de atividade econômica responde pelo art. 37, § 6º?;<font color="#ff4444"><b>Não.</b></font><br><br>Ela segue regime de Direito Civil e Comercial.<br><br><i>Fonte: Aula 07</i><hr><b>BIZU:</b> Estatal econômica joga no campeonato privado.
Empresa pública prestadora de serviço público responde objetivamente?;<font color="#00e676"><b>Sim.</b></font><br><br>Pessoa jurídica de direito privado prestadora de serviço público entra no art. 37, § 6º.<br><br><i>Fonte: Art. 37, § 6º, CF</i><hr><b>BIZU:</b> Direito privado entra se prestar serviço público.
Autarquia responde objetivamente?;<font color="#00e676"><b>Sim.</b></font><br><br>Autarquia é pessoa jurídica de direito público.<br><br><i>Fonte: Art. 37, § 6º, CF</i><hr><b>BIZU:</b> Autarquia tem personalidade e responde por si.
Órgão público responde diretamente por indenização?;<font color="#ff4444"><b>Em regra, não.</b></font><br><br>Órgão não tem personalidade jurídica. A ação vai contra a pessoa jurídica a que ele pertence.<br><br><i>Fonte: Aula 07</i><hr><b>BIZU:</b> Secretaria, Polícia Civil, Tribunal de Contas e MP como órgãos não têm bolso próprio.
Se agente de autarquia causa dano, a ação vai contra a União?;<font color="#ff4444"><b>Não.</b></font><br><br>A autarquia tem personalidade jurídica própria e responde diretamente.<br><br><i>Fonte: Aula 07</i><hr><b>BIZU:</b> Autarquia não é órgão. Autarquia tem CPF jurídico próprio.
Serviço notarial e de registro gera responsabilidade de quem?;<font color="#00e676"><b>Do Estado, de forma objetiva e primária</b></font>.<br><br>Depois cabe regresso contra notário ou registrador se houver dolo ou culpa.<br><br><i>Fonte: STF, Tema 777</i><hr><b>BIZU:</b> Cartório causa dano, Estado responde primeiro.
Notário responde diretamente à vítima?;<font color="#ff4444"><b>Não segundo a tese principal do STF.</b></font><br><br>O Estado responde objetivamente e depois exerce regresso se houver dolo ou culpa.<br><br><i>Fonte: STF, Tema 777</i><hr><b>BIZU:</b> Cartorário entra no segundo tempo.
Ato legislativo gera responsabilidade como regra?;<font color="#ff4444"><b>Não.</b></font><br><br>Lei geral, abstrata e constitucional não gera indenização em regra.<br><br><i>Fonte: Aula 07</i><hr><b>BIZU:</b> Lei geral não é boleto indenizatório.
Quais atos legislativos podem gerar responsabilidade?;Podem gerar responsabilidade: <br>• lei inconstitucional<br>• lei de efeitos concretos<br>• omissão legislativa qualificada<br><br><i>Fonte: Aula 07</i><hr><b>BIZU:</b> LIC: Lei Inconstitucional, lei Concreta, omissão.
Lei de efeitos concretos pode indenizar mesmo sendo constitucional?;<font color="#00e676"><b>Sim.</b></font><br><br>Se causar prejuízo individualizado e anormal, pode gerar responsabilidade por ato lícito.<br><br><i>Fonte: Aula 07</i><hr><b>BIZU:</b> Forma de lei, efeito de ato administrativo.
Atos jurisdicionais típicos geram responsabilidade como regra?;<font color="#ff4444"><b>Não.</b></font><br><br>A regra é a irresponsabilidade por atos judiciais regulares.<br><br><i>Fonte: Aula 07</i><hr><b>BIZU:</b> Juiz julgando regularmente não gera indenização automática.
Quais exceções permitem responsabilidade por ato jurisdicional?;São: <br>• erro judiciário<br>• prisão além do tempo fixado<br>• hipóteses legais de conduta dolosa ou fraudulenta do juiz<br><br><i>Fonte: CF, art. 5º, LXXV, CPC, art. 143</i><hr><b>BIZU:</b> Erro penal, prisão além da conta e juiz doloso.
Absolvição posterior gera indenização automática por prisão preventiva?;<font color="#ff4444"><b>Não.</b></font><br><br>Prisão cautelar regular não se torna erro judiciário apenas pela absolvição posterior.<br><br><i>Fonte: STF, ARE 770.931 AgR SC</i><hr><b>BIZU:</b> Absolvido depois não significa preso ilegal antes.
Atividade administrativa do Judiciário segue qual regime?;<font color="#00e676"><b>Responsabilidade objetiva comum</b></font> do art. 37, § 6º.<br><br><i>Fonte: Aula 07</i><hr><b>BIZU:</b> Juiz administrando prédio é Administração, não jurisdição.
Dano causado em fórum por carrinho, obra ou administração do prédio é ato jurisdicional?;<font color="#ff4444"><b>Não.</b></font><br><br>É atividade administrativa e segue responsabilidade objetiva.<br><br><i>Fonte: Aula 07</i><hr><b>BIZU:</b> Fórum administrando = Estado administrando.
Dano estético pode acumular com dano moral?;<font color="#00e676"><b>Sim.</b></font><br><br>É lícita a cumulação de dano estético e dano moral.<br><br><i>Fonte: Súmula 387 do STJ</i><hr><b>BIZU:</b> Cicatriz e sofrimento podem ser cobrados juntos.
ANATEL é parte legítima em briga contratual entre usuário e concessionária de telefonia?;<font color="#ff4444"><b>Não.</b></font><br><br>A ANATEL não é parte legítima nessas demandas contratuais.<br><br><i>Fonte: Súmula 506 do STJ</i><hr><b>BIZU:</b> Usuário x concessionária não chama ANATEL.
Sem ANATEL como parte qualificada, causa entre consumidor e concessionária de telefonia vai para qual Justiça?;<font color="#00e676"><b>Justiça Estadual</b></font>.<br><br><i>Fonte: Súmula Vinculante 27</i><hr><b>BIZU:</b> Sem ANATEL forte no processo, Estadual.
Responsabilidade civil do Estado é a mesma coisa que responsabilidade penal do agente?;<font color="#ff4444"><b>Não.</b></font><br><br>A Administração pode responder civilmente mesmo que o agente esteja amparado por excludente de ilicitude penal.<br><br><i>Fonte: Jurisprudência em Teses, STJ</i><hr><b>BIZU:</b> Sem crime não significa sem indenização.
Qual é a diferença entre excludente penal e responsabilidade civil estatal?;Excludente penal afasta crime. Responsabilidade civil estatal analisa dano, conduta e nexo causal.<br><br><i>Fonte: STJ, Jurisprudência em Teses</i><hr><b>BIZU:</b> Penal pergunta sobre crime. Civil pergunta sobre reparação.
Qual erro a FGV costuma cometer em alternativas sobre risco integral?;Trocar risco administrativo por <font color="#ff4444"><b>risco integral</b></font> em casos comuns, como operação policial, concessionária ou ato comissivo estatal.<br><br><i>Fonte: Questões FGV, Aula 07</i><hr><b>BIZU:</b> Se não for exceção pesada, desconfie do integral.
Qual erro a FGV costuma usar sobre agente público no polo passivo?;Dizer que a vítima pode acionar diretamente o agente público.<br><br>Hoje, pela tese do STF, o agente é parte ilegítima na ação direta da vítima.<br><br><i>Fonte: STF, Tema 940</i><hr><b>BIZU:</b> Agente direto no polo passivo = alerta vermelho.
Qual erro a FGV costuma usar sobre órgãos públicos?;Dizer que a vítima deve acionar Secretaria, Polícia Civil, Tribunal de Contas, Defensoria ou Ministério Público como se fossem pessoas jurídicas.<br><br><i>Fonte: Questões FGV, Aula 07</i><hr><b>BIZU:</b> Órgão não tem personalidade. Ação vai contra o ente.
Qual erro a FGV costuma usar sobre autarquias?;Dizer que a União ou o ente federativo central responde por dano causado por autarquia.<br><br>Autarquia tem personalidade jurídica própria e responde diretamente.<br><br><i>Fonte: Questões FGV, Aula 07</i><hr><b>BIZU:</b> Autarquia não é órgão. Autarquia responde.
Qual erro a FGV costuma usar sobre omissão?;Tratar toda omissão como objetiva ou toda omissão como subjetiva sem olhar se há dever específico de agir.<br><br><i>Fonte: Questões FGV, Aula 07</i><hr><b>BIZU:</b> Omissão genérica = subjetiva. Omissão específica = objetiva.
Qual erro a FGV costuma usar sobre concessionárias?;Dizer que concessionária só responde objetivamente perante usuários do serviço.<br><br><font color="#ff4444"><b>Errado.</b></font> Responde também perante não usuários.<br><br><i>Fonte: STF, RE 591.874 MS</i><hr><b>BIZU:</b> Não usuário também é terceiro.
Qual erro a FGV costuma usar sobre culpa da vítima?;Dizer que qualquer culpa da vítima exclui responsabilidade.<br><br>Só a culpa <font color="#ff4444"><b>exclusiva</b></font> exclui. A concorrente apenas atenua.<br><br><i>Fonte: Aula 07</i><hr><b>BIZU:</b> Exclusiva exclui, concorrente reduz.
Qual erro a FGV costuma usar sobre ato lícito?;Dizer que ato lícito nunca gera indenização.<br><br><font color="#ff4444"><b>Errado.</b></font> Ato lícito pode indenizar se causar dano específico e anormal.<br><br><i>Fonte: Aula 07</i><hr><b>BIZU:</b> Lícito pode custar.
Qual erro a FGV costuma usar sobre prescrição contra o Estado?;Dizer que a ação contra o Estado prescreve em 3, 10, 20 anos ou é sempre imprescritível.<br><br>A regra é <font color="#ffeb3b"><b>5 anos</b></font>.<br><br><i>Fonte: Decreto 20.910 de 1932</i><hr><b>BIZU:</b> Contra Fazenda, 5.
Qual erro a FGV costuma usar sobre regresso?;Dizer que o Estado pode cobrar do agente sem dolo ou culpa.<br><br><font color="#ff4444"><b>Errado.</b></font> Regresso exige dolo ou culpa.<br><br><i>Fonte: Art. 37, § 6º, CF</i><hr><b>BIZU:</b> Regresso sem culpa é impossível.
Qual erro a FGV costuma usar sobre notários e registradores?;Dizer que o Estado responde apenas subsidiariamente ou que o notário responde diretamente como regra.<br><br>O STF fixou responsabilidade objetiva e primária do Estado, com regresso contra o responsável se houver dolo ou culpa.<br><br><i>Fonte: STF, Tema 777</i><hr><b>BIZU:</b> Cartório: Estado primeiro.
Qual mnemônico para lembrar os requisitos da responsabilidade objetiva?;<font color="#ffeb3b"><b>DCN</b></font>: Dano, Conduta, Nexo.<br><br><i>Fonte: Aula 07</i><hr><b>BIZU:</b> DCN antes de qualquer indenização.
Qual mnemônico para culpa administrativa?;<font color="#ffeb3b"><b>NMA</b></font>: serviço Não funcionou, funcionou Mal, funcionou Atrasado.<br><br><i>Fonte: Aula 07</i><hr><b>BIZU:</b> Culpa do serviço é NMA.
Qual mnemônico para risco integral?;<font color="#ffeb3b"><b>NATA</b></font>: Nuclear, Ambiental, Terrorismo, Aeronave brasileira.<br><br><i>Fonte: Aula 07</i><hr><b>BIZU:</b> Risco integral é NATA, não é rotina.
Qual mnemônico para atos legislativos que podem indenizar?;<font color="#ffeb3b"><b>LIC</b></font>: Lei Inconstitucional, lei de efeitos Concretos, omissão legislativa qualificada.<br><br><i>Fonte: Aula 07</i><hr><b>BIZU:</b> Lei comum não indeniza, LIC pode indenizar.
Qual mnemônico para lembrar o caminho da ação?;<font color="#ffeb3b"><b>V-E-A</b></font>: Vítima contra Estado, Estado contra Agente.<br><br><i>Fonte: Art. 37, § 6º, CF</i><hr><b>BIZU:</b> Nunca pule direto para o agente.
Resumo final: quando o Estado responde objetivamente?;Quando houver <font color="#00e676"><b>dano, conduta estatal e nexo causal</b></font>, em ato comissivo ou omissão específica, por pessoa jurídica de direito público ou privada prestadora de serviço público.<br><br><i>Fonte: Aula 07</i><hr><b>BIZU:</b> Objetiva é forte, mas não é mágica.
Resumo final: quando o Estado não responde ou pode reduzir a indenização?;Quando houver excludente ou atenuante, como culpa exclusiva da vítima, fato exclusivo de terceiro, fortuito externo ou culpa concorrente da vítima.<br><br><i>Fonte: Aula 07</i><hr><b>BIZU:</b> O nexo é o coração. Se ele quebra, a indenização cai.
Resumo final: qual é a frase de prova para art. 37, § 6º?;Pessoas jurídicas de direito público e pessoas jurídicas de direito privado prestadoras de serviços públicos respondem pelos danos que seus agentes, nessa qualidade, causarem a terceiros, assegurado regresso contra o responsável nos casos de dolo ou culpa.<br><br><i>Fonte: Art. 37, § 6º, CF</i><hr><b>BIZU:</b> Decore seco. Esse artigo é a espinha dorsal do tema.
