Frente;Verso
Qual é a consequência administrativa da posse de arma de uso permitido com registro vencido?;A expiração do prazo autoriza a apreensão do artefato e aplicação de multa, mas não configura crime de posse ilegal de arma de fogo de uso permitido.<br><br><i>Fonte: STJ, APn 686-AP, conforme material</i><hr><b>BIZU:</b> Venceu o registro: punição administrativa, não penal, no art. 12.
A tese do registro vencido se aplica ao porte ilegal de arma de fogo?;<b>Não.</b> O entendimento de atipicidade por registro vencido é restrito à posse ilegal de arma de fogo de uso permitido, não se aplica ao porte ilegal do art. 14 nem ao porte ou posse de arma de uso restrito do art. 16.<br><br><i>Fonte: STJ, AgRg no AREsp 885.281-ES, conforme material</i><hr><b>BIZU:</b> Registro vencido só salva a <b>posse</b> de arma <b>permitida</b>, não salva porte.
Se, no mesmo contexto fático, forem encontradas armas de uso permitido e restrito, há crime único?;<b>Não.</b> O STF e o STJ entendem que há concurso formal de crimes quando, no mesmo contexto fático, são encontradas armas de uso permitido e de uso restrito.<br><br><i>Fonte: Material Estratégia, comentário ao art. 12</i><hr><b>BIZU:</b> Permitida + restrita = dois tipos penais, concurso formal.
O princípio da insignificância pode ser aplicado a crimes da Lei nº 10.826/2003?;<b>Excepcionalmente, sim.</b> STF e STJ admitem a insignificância em hipóteses específicas, especialmente posse ou porte de ínfima quantidade de munição desacompanhada de arma apta ao disparo.<br><br><i>Fonte: STF e STJ, conforme material</i><hr><b>BIZU:</b> Regra: não aplica. Exceção: munição ínfima sem arma.
Qual é a regra geral sobre insignificância nos crimes de posse e porte de arma ou munição?;A regra geral é a inaplicabilidade do princípio da insignificância, pois são crimes de perigo abstrato que tutelam segurança pública e paz social.<br><br><i>Fonte: STJ, AgRg no RHC 119.662/PR, conforme material</i><hr><b>BIZU:</b> Primeiro pense: não aplica. Só depois procure a exceção.
Quando a insignificância pode ser admitida em munição?;Pode ser admitida quando houver ínfima quantidade de munição, desacompanhada de arma de fogo apta a deflagrá-la, e o caso concreto revelar mínima ofensividade e reduzida reprovabilidade.<br><br><i>Fonte: STJ, AgRg no REsp 1869961/SC, conforme material</i><hr><b>BIZU:</b> Munição pouca + sem arma = caminho para atipicidade material.
O material indica quais quantidades como exemplos de munição ínfima?;O material menciona decisões envolvendo <font color="#ffeb3b">1, 2, 3 ou 4 munições</font> como exemplos de quantidade ínfima, sempre dependendo do caso concreto.<br><br><i>Fonte: Material Estratégia, comentário sobre insignificância</i><hr><b>BIZU:</b> 1 a 4 munições podem abrir a porta da insignificância, mas não é automático.
A posse de grande quantidade de munições desacompanhada de arma é sempre atípica?;<b>Não.</b> A insignificância é excepcional e ligada à ínfima quantidade. Grande quantidade de munição, mesmo sem arma, tende a afastar a atipicidade material.<br><br><i>Fonte: Material Estratégia, comentário sobre insignificância</i><hr><b>BIZU:</b> Sem arma ajuda, mas quantidade grande derruba o argumento.
Arma de fogo inapta para disparo configura crime de posse ou porte?;<b>Não, se a inaptidão for demonstrada por laudo pericial.</b> Nesse caso, a conduta é atípica por ausência de afetação ao bem jurídico, tratando-se de crime impossível pela ineficácia absoluta do meio.<br><br><i>Fonte: Jurisprudência em Teses do STJ, edição nº 102, item 3, conforme material</i><hr><b>BIZU:</b> Arma absolutamente inapta = meio ineficaz = atipicidade.
É necessário laudo pericial para sempre comprovar potencialidade lesiva da arma?;<b>Não.</b> Como os crimes são de perigo abstrato, a perícia não é indispensável. Porém, se houver perícia e ela demonstrar total inaptidão da arma, a conduta será atípica.<br><br><i>Fonte: STJ, conforme material</i><hr><b>BIZU:</b> Perícia não é obrigatória para condenar, mas pode absolver se provar inaptidão.
[PONTE] Como conciliar perigo abstrato com atipicidade de arma inapta?;O perigo abstrato dispensa prova de risco concreto quando a arma é apta ou não há prova de inaptidão. Mas, se laudo demonstra ineficácia absoluta para disparo, desaparece a própria capacidade de afetar a incolumidade pública.<br><br><i>Fonte: STJ, conforme material</i><hr><b>BIZU:</b> Perigo abstrato não ressuscita arma morta.
[PONTE] Como diferenciar registro vencido de arma inapta?;Registro vencido é irregularidade documental, relevante sobretudo para posse de arma permitida. Arma inapta é problema físico do objeto, que pode tornar a conduta atípica por crime impossível se a inaptidão absoluta for comprovada por laudo.<br><br><i>Fonte: STJ, conforme material</i><hr><b>BIZU:</b> Registro vencido = papel. Arma inapta = objeto sem potencial.
[BLOCO 04] Qual é o crime de <b>omissão de cautela</b>?;É deixar de observar as cautelas necessárias para impedir que menor de 18 anos ou pessoa portadora de deficiência mental se apodere de arma de fogo sob posse ou propriedade do agente.<br><br><i>Fonte: Lei nº 10.826/2003, art. 13, caput</i><hr><b>BIZU:</b> Omissão de cautela é descuido que permite apoderamento por pessoa vulnerável.
Qual é a pena do crime de omissão de cautela?;A pena é de <font color="#ffeb3b">detenção de 1 a 2 anos</font> e multa.<br><br><i>Fonte: Lei nº 10.826/2003, art. 13</i><hr><b>BIZU:</b> Omissão de cautela = 1 a 2, detenção.
Quem são as pessoas protegidas diretamente pelo caput do art. 13?;O caput protege contra o apoderamento da arma por <font color="#ff4444">menor de 18 anos</font> ou <font color="#ff4444">pessoa portadora de deficiência mental</font>.<br><br><i>Fonte: Lei nº 10.826/2003, art. 13</i><hr><b>BIZU:</b> Art. 13 não fala em qualquer terceiro, fala em menor ou pessoa com deficiência mental.
O crime de omissão de cautela exige efetivo apoderamento da arma?;<b>Sim.</b> Segundo o material, é necessário que o menor ou a pessoa portadora de deficiência mental efetivamente se apodere da arma. A mera possibilidade não basta.<br><br><i>Fonte: Material Estratégia, comentário ao art. 13</i><hr><b>BIZU:</b> No art. 13, risco de apoderamento não basta. Precisa apoderamento efetivo.
O caput do art. 13 abrange munição ou acessório?;<b>Não.</b> O material alerta que o caput do art. 13 abrange somente <font color="#00e676">arma de fogo</font>, não munição ou acessório.<br><br><i>Fonte: Material Estratégia, comentário ao art. 13</i><hr><b>BIZU:</b> Caput do art. 13 = só arma de fogo.
A omissão de cautela é crime doloso ou culposo?;O entendimento dominante apontado no material é de que se trata de crime culposo, especialmente na modalidade negligência, embora exista entendimento de que abranja negligência, imprudência e imperícia.<br><br><i>Fonte: Material Estratégia, classificação doutrinária do art. 13</i><hr><b>BIZU:</b> Palavra-chave: descuido. Omissão de cautela tem cara de culpa.
A omissão de cautela é crime de perigo abstrato?;<b>Sim.</b> Independe da demonstração de efetiva situação de perigo, segundo a classificação apresentada no material.<br><br><i>Fonte: Material Estratégia, classificação doutrinária do art. 13</i><hr><b>BIZU:</b> Apoderou-se da arma por descuido, a lei presume o perigo.
O crime de omissão de cautela é pluriofensivo?;<b>Sim.</b> O material classifica como pluriofensivo porque tutela segurança pública, paz social e integridade física do menor de 18 anos, da pessoa com deficiência mental e de terceiros.<br><br><i>Fonte: Material Estratégia, classificação doutrinária do art. 13</i><hr><b>BIZU:</b> Pluriofensivo = mais de um bem jurídico em jogo.
O crime de omissão de cautela é crime próprio?;<b>Sim.</b> No caput, só pode ser praticado pelo proprietário ou possuidor da arma de fogo.<br><br><i>Fonte: Material Estratégia, classificação doutrinária do art. 13</i><hr><b>BIZU:</b> Só descuida juridicamente quem tem posse ou propriedade da arma.
Quando se consuma o crime de omissão de cautela?;Consuma-se com o efetivo manejo ou apoderamento da arma pelo menor de idade ou pessoa portadora de deficiência mental.<br><br><i>Fonte: Material Estratégia, comentário ao art. 13</i><hr><b>BIZU:</b> Consumação = vulnerável pegou a arma.
Se o menor se apodera da arma e ocorre acidente, o agente responde apenas por omissão de cautela?;<b>Não necessariamente.</b> O material alerta que, se o acidente efetivamente ocorrer, poderá haver responsabilização por outros crimes, conforme o resultado.<br><br><i>Fonte: Material Estratégia, comentário ao art. 13</i><hr><b>BIZU:</b> O art. 13 não impede responsabilização por resultado mais grave.
O que pune o parágrafo único do art. 13?;Pune o proprietário ou diretor responsável de empresa de segurança e transporte de valores que deixa de registrar ocorrência policial e comunicar à Polícia Federal perda, furto, roubo ou outras formas de extravio de arma, acessório ou munição sob sua guarda nas primeiras 24 horas.<br><br><i>Fonte: Lei nº 10.826/2003, art. 13, parágrafo único</i><hr><b>BIZU:</b> Parágrafo único = empresa de segurança + extravio + comunicação em 24 horas.
Qual é o prazo do parágrafo único do art. 13?;O prazo é de <font color="#ffeb3b">24 horas</font> depois de ocorrido o fato, segundo o texto legal.<br><br><i>Fonte: Lei nº 10.826/2003, art. 13, parágrafo único</i><hr><b>BIZU:</b> Extravio empresarial tem relógio curto: 24 horas.
O parágrafo único do art. 13 abrange apenas arma de fogo?;<b>Não.</b> Diferentemente do caput, o parágrafo único abrange arma de fogo, acessório ou munição.<br><br><i>Fonte: Lei nº 10.826/2003, art. 13, parágrafo único</i><hr><b>BIZU:</b> Caput só arma. Parágrafo único arma, acessório e munição.
O parágrafo único do art. 13 é crime a prazo?;<b>Sim.</b> É classificado como crime a prazo porque só se consuma depois de transcorridas 24 horas sem registro da ocorrência e comunicação à Polícia Federal.<br><br><i>Fonte: Material Estratégia, comentário ao art. 13, parágrafo único</i><hr><b>BIZU:</b> Crime a prazo = precisa esperar o prazo terminar.
A partir de quando parte da doutrina conta o prazo de 24 horas do art. 13, parágrafo único?;Parte da doutrina sustenta que o prazo começa a fluir a partir do momento em que o agente toma conhecimento da perda, furto, roubo ou extravio.<br><br><i>Fonte: Material Estratégia, comentário ao art. 13, parágrafo único</i><hr><b>BIZU:</b> Se não sabe do extravio, não faz sentido exigir comunicação imediata.
Quem pode praticar o crime do parágrafo único do art. 13?;Somente o proprietário ou diretor responsável de empresa de segurança e transporte de valores.<br><br><i>Fonte: Lei nº 10.826/2003, art. 13, parágrafo único</i><hr><b>BIZU:</b> Parágrafo único é crime próprio empresarial.
[PONTE] Qual é a principal diferença entre o caput e o parágrafo único do art. 13?;O caput pune o descuido que permite apoderamento de arma por menor ou pessoa com deficiência mental. O parágrafo único pune a omissão empresarial de registrar ocorrência e comunicar à PF extravio de arma, acessório ou munição em 24 horas.<br><br><i>Fonte: Lei nº 10.826/2003, art. 13</i><hr><b>BIZU:</b> Caput = vulnerável pegou arma. Parágrafo único = empresa silenciou sobre extravio.
[PONTE] Como o art. 13 se conecta às regras de empresas de segurança privada?;Empresas de segurança privada e transporte de valores têm responsabilidade sobre armas, acessórios e munições sob sua guarda. Se houver perda, furto, roubo ou extravio, devem registrar ocorrência e comunicar a PF em 24 horas, sob pena de responsabilidade penal.<br><br><i>Fonte: Lei nº 10.826/2003, art. 7º e art. 13, parágrafo único</i><hr><b>BIZU:</b> Quem guarda arma profissionalmente responde profissionalmente pelo sumiço.
[BLOCO 04] Qual é o crime do art. 14 do Estatuto do Desarmamento?;É o crime de <b>porte ilegal de arma de fogo de uso permitido</b>, que pune várias condutas envolvendo arma, acessório ou munição de uso permitido, sem autorização e em desacordo com determinação legal ou regulamentar.<br><br><i>Fonte: Lei nº 10.826/2003, art. 14</i><hr><b>BIZU:</b> Art. 14 = manipulação/circulação ilegal de arma permitida.
Qual é a pena do crime de porte ilegal de arma de fogo de uso permitido?;A pena é de <font color="#ffeb3b">reclusão de 2 a 4 anos</font> e multa.<br><br><i>Fonte: Lei nº 10.826/2003, art. 14</i><hr><b>BIZU:</b> Porte permitido ilegal é mais grave que posse: 2 a 4, reclusão.
Quais objetos materiais aparecem no art. 14?;O art. 14 envolve arma de fogo, acessório ou munição de uso permitido.<br><br><i>Fonte: Lei nº 10.826/2003, art. 14</i><hr><b>BIZU:</b> De novo: arma, acessório ou munição.
Quais verbos do art. 14 são mais cobrados em prova?;O art. 14 inclui vários verbos, como portar, deter, adquirir, fornecer, receber, ter em depósito, transportar, ceder, emprestar, remeter, empregar, manter sob guarda e ocultar.<br><br><i>Fonte: Lei nº 10.826/2003, art. 14</i><hr><b>BIZU:</b> O verbo “transportar” cai muito em situação de carro.
O crime do art. 14 exige autorização ausente e desacordo com norma?;<b>Sim.</b> A conduta deve ocorrer sem autorização e em desacordo com determinação legal ou regulamentar.<br><br><i>Fonte: Lei nº 10.826/2003, art. 14</i><hr><b>BIZU:</b> A dupla do tipo: sem autorização + contra a regra.
Arma desmuniciada afasta o crime de porte ilegal?;<b>Não.</b> O entendimento atual dos Tribunais Superiores é que o porte de arma de fogo se consuma independentemente de a arma estar municiada.<br><br><i>Fonte: STF e STJ, conforme material</i><hr><b>BIZU:</b> Desmuniciada não significa atípica.
Arma desmontada afasta automaticamente o crime de porte ilegal?;<b>Não.</b> O STF entende que, por ser crime de perigo abstrato, é irrelevante para a configuração do porte ilegal que a arma esteja desmontada ou desmuniciada, salvo prova de inaptidão absoluta.<br><br><i>Fonte: STF, HC 95.861-RJ, conforme material</i><hr><b>BIZU:</b> Desmontada ainda pode ser arma juridicamente perigosa.
É necessário que a arma seja apreendida e periciada para condenação por posse ou porte?;<b>Não.</b> O STJ entende que não é necessária a apreensão e perícia da arma, pois os crimes dos arts. 12, 14 e 16 são de mera conduta ou perigo abstrato.<br><br><i>Fonte: STJ, conforme material</i><hr><b>BIZU:</b> Sem perícia não significa absolvição automática.
Se a perícia comprovar que a arma portada é totalmente inapta para disparos, há crime?;<b>Não.</b> Se laudo pericial constatar total ineficácia da arma ou munição, deve ser reconhecida a atipicidade da conduta por crime impossível.<br><br><i>Fonte: STJ, AgRg no AREsp 397473/DF e REsp 1451397-MG, conforme material</i><hr><b>BIZU:</b> Perícia pode não ser necessária, mas se vier provando inaptidão total, salva.
O parágrafo único do art. 14 dizia que o crime era inafiançável?;<b>Sim.</b> O parágrafo único previa inafiançabilidade, salvo quando a arma estivesse registrada em nome do agente.<br><br><i>Fonte: Lei nº 10.826/2003, art. 14, parágrafo único</i><hr><b>BIZU:</b> Saiba o texto, mas lembre do STF.
Qual é a situação atual do parágrafo único do art. 14?;O parágrafo único do art. 14 foi declarado <font color="#ff4444">inconstitucional</font> pelo STF na ADI 3112, quanto à vedação de fiança.<br><br><i>Fonte: STF, ADI 3112, conforme material</i><hr><b>BIZU:</b> Art. 14 inafiançável? Pegadinha. STF derrubou.
Por que o STF declarou inconstitucional a inafiançabilidade do art. 14?;Porque considerou desarrazoada a vedação de fiança para porte ilegal de arma de uso permitido, que não pode ser equiparado a terrorismo, tortura, tráfico ou crime hediondo.<br><br><i>Fonte: STF, ADI 3112, conforme material</i><hr><b>BIZU:</b> Fiança vedada só para hipóteses constitucionais graves.
Policial civil autorizado a portar arma pode ignorar registro no Sinarm?;<b>Não.</b> O STJ entendeu ser típica e antijurídica a conduta de policial civil que, mesmo autorizado a portar ou possuir arma, não observa as imposições legais de registro no órgão competente.<br><br><i>Fonte: STJ, RHC 70.141-RJ, Informativo 597, conforme material</i><hr><b>BIZU:</b> Cargo policial não dispensa registro legal.
Delegado de Polícia Civil com arma registrada apenas em órgão estadual pode cometer crime?;<b>Sim.</b> Segundo o julgado citado, o registro deve observar o sistema competente, especialmente o Sinarm e documentos expedidos pela Polícia Federal quando exigidos.<br><br><i>Fonte: STJ, RHC 70.141-RJ, conforme material</i><hr><b>BIZU:</b> Autorização funcional não corrige registro fora do órgão competente.
Conselheiro de Tribunal de Contas Estadual que guarda munição de uso restrito sempre comete crime?;Segundo o material, o STJ já decidiu que conselheiro de Tribunal de Contas Estadual que mantém sob guarda munição de arma de uso restrito não comete crime, em razão de prerrogativas equiparadas às da magistratura.<br><br><i>Fonte: STJ, APn 657-PB, conforme material</i><hr><b>BIZU:</b> Atenção: prerrogativas da magistratura podem aparecer como exceção.
Magistrados possuem prerrogativa de porte de arma?;<b>Sim.</b> O material menciona que a Lei Orgânica da Magistratura Nacional concede aos magistrados o porte de arma de fogo como direito, inclusive para armas de uso permitido ou restrito, conforme a explicação apresentada.<br><br><i>Fonte: Material Estratégia, comentário sobre APn 657-PB</i><hr><b>BIZU:</b> Magistratura aparece como exceção institucional relevante.
[PONTE] Por que o porte ilegal do art. 14 não recebe o mesmo tratamento do registro vencido na posse do art. 12?;Porque a tese do registro vencido como mera irregularidade administrativa é restrita à posse de arma de uso permitido no interior da residência. O porte envolve circulação e reprovabilidade mais intensa, por isso continua típico.<br><br><i>Fonte: STJ, AgRg no AREsp 885.281-ES, conforme material</i><hr><b>BIZU:</b> Posse vencida pode ser papel atrasado. Porte vencido é rua armada.
[PONTE] Como diferenciar <b>porte ilegal</b> e <b>transporte com guia</b>?;No porte ilegal, o agente circula ou manipula arma sem autorização adequada. No transporte com guia, há autorização específica para deslocamento, com origem, destino, data, horário e condições determinadas.<br><br><i>Fonte: Lei nº 10.826/2003, arts. 10 e 14, conforme material</i><hr><b>BIZU:</b> Guia é trajeto controlado. Porte é autorização de circulação armada.
[BLOCO 04] Qual é o crime de <b>disparo de arma de fogo</b>?;É disparar arma de fogo ou acionar munição em lugar habitado ou em suas adjacências, em via pública ou em direção a ela, desde que a conduta não tenha como finalidade a prática de outro crime.<br><br><i>Fonte: Lei nº 10.826/2003, art. 15</i><hr><b>BIZU:</b> Art. 15 = disparo perigoso em área relevante, sem finalidade de outro crime.
Qual é a pena do crime de disparo de arma de fogo?;A pena é de <font color="#ffeb3b">reclusão de 2 a 4 anos</font> e multa.<br><br><i>Fonte: Lei nº 10.826/2003, art. 15</i><hr><b>BIZU:</b> Disparo tem a mesma faixa do porte permitido: 2 a 4, reclusão.
Quais locais tornam típico o crime de disparo de arma de fogo?;O disparo deve ocorrer em lugar habitado ou em suas adjacências, em via pública ou em direção a via pública.<br><br><i>Fonte: Lei nº 10.826/2003, art. 15</i><hr><b>BIZU:</b> Locais do art. 15: lugar habitado, arredores, via pública ou direção da via.
Disparo em local desabitado e distante de via pública configura art. 15?;<b>Não.</b> Se os disparos forem realizados em local não habitado e distante de via pública, não se tipifica o crime do art. 15.<br><br><i>Fonte: Material Estratégia, comentário ao art. 15</i><hr><b>BIZU:</b> Lugar ermo fora da via pública pode afastar o art. 15.
O crime de disparo de arma de fogo é de perigo abstrato?;<b>Sim.</b> O STJ entende que o art. 15 é crime de perigo abstrato, presumindo dano à segurança pública e dispensando comprovação de lesividade concreta.<br><br><i>Fonte: STJ, conforme material</i><hr><b>BIZU:</b> Não precisa provar que alguém quase morreu. A lei presume o risco.
Quando se consuma o crime de disparo de arma de fogo?;Consuma-se com o disparo da arma de fogo ou acionamento da munição nos locais previstos no tipo penal.<br><br><i>Fonte: Lei nº 10.826/2003, art. 15, conforme material</i><hr><b>BIZU:</b> Disparou no local típico, consumou.
O art. 15 é crime subsidiário?;<b>Sim.</b> O próprio tipo exige que a conduta não tenha como finalidade a prática de outro crime.<br><br><i>Fonte: Lei nº 10.826/2003, art. 15</i><hr><b>BIZU:</b> Art. 15 só entra se o disparo não for meio para outro crime.
Se o disparo tinha finalidade de matar alguém, o agente responde pelo art. 15?;<b>Não.</b> Se o disparo tinha como objetivo matar alguém, o agente responde por homicídio consumado ou tentado, conforme o caso, e não pelo art. 15.<br><br><i>Fonte: Lei nº 10.826/2003, art. 15, conforme material</i><hr><b>BIZU:</b> Finalidade de homicídio absorve o disparo como crime autônomo.
O parágrafo único do art. 15 previa inafiançabilidade?;<b>Sim.</b> O parágrafo único dizia que o crime de disparo de arma de fogo era inafiançável.<br><br><i>Fonte: Lei nº 10.826/2003, art. 15, parágrafo único</i><hr><b>BIZU:</b> Saiba o texto, mas lembre da decisão do STF.
Qual é a situação atual da inafiançabilidade do art. 15?;A vedação de fiança do parágrafo único do art. 15 foi declarada <font color="#ff4444">inconstitucional</font> pelo STF, assim como a do art. 14.<br><br><i>Fonte: STF, ADI 3112, conforme material</i><hr><b>BIZU:</b> Art. 14 e art. 15: inafiançabilidade derrubada.
Por que o disparo de arma de fogo protege a integridade física das pessoas no local?;Porque o tipo penal busca evitar riscos decorrentes de disparos em locais habitados, adjacências, via pública ou em direção a ela, onde terceiros podem ser atingidos ou expostos a perigo.<br><br><i>Fonte: Material Estratégia, comentário ao art. 15</i><hr><b>BIZU:</b> Disparo em área de convivência gera risco coletivo presumido.
[PONTE] Como diferenciar o crime de disparo do crime de porte ilegal?;O porte ilegal pune a circulação ou manipulação irregular da arma, acessório ou munição. O disparo pune o ato de efetuar disparo ou acionar munição em local típico, desde que sem finalidade de outro crime.<br><br><i>Fonte: Lei nº 10.826/2003, arts. 14 e 15</i><hr><b>BIZU:</b> Porte é estar com a arma. Disparo é usar a arma.
[PONTE] Quando posse irregular e disparo de arma podem coexistir em concurso material?;Quando a posse irregular da arma e o disparo ocorrem em momentos e contextos distintos, não havendo consunção, pode haver concurso material entre os delitos.<br><br><i>Fonte: STJ, conforme questão comentada no material</i><hr><b>BIZU:</b> Momentos diferentes, contextos diferentes, crimes somados.
[PONTE] Por que o art. 15 é expressamente subsidiário, diferentemente do art. 14?;Porque o art. 15 contém a cláusula “desde que essa conduta não tenha como finalidade a prática de outro crime”. Assim, se o disparo for meio para homicídio, lesão ou outro crime, o art. 15 cede espaço.<br><br><i>Fonte: Lei nº 10.826/2003, art. 15</i><hr><b>BIZU:</b> Art. 15 tem placa de saída: “se for outro crime, eu saio”.
[PONTE] Como a ADI 3112 impacta os arts. 14 e 15?;A ADI 3112 declarou inconstitucionais as vedações de fiança dos parágrafos únicos dos arts. 14 e 15, por considerar desarrazoada a equiparação desses delitos a crimes constitucionalmente inafiançáveis.<br><br><i>Fonte: STF, ADI 3112, conforme material</i><hr><b>BIZU:</b> Porte permitido e disparo não são automaticamente inafiançáveis.
[PONTE] Compare as penas dos arts. 12, 13, 14 e 15.;Art. 12: detenção de <font color="#ffeb3b">1 a 3 anos</font> e multa. <br>Art. 13: detenção de <font color="#ffeb3b">1 a 2 anos</font> e multa. <br>Art. 14: reclusão de <font color="#ffeb3b">2 a 4 anos</font> e multa. <br>Art. 15: reclusão de <font color="#ffeb3b">2 a 4 anos</font> e multa.<br><br><i>Fonte: Lei nº 10.826/2003, arts. 12 a 15</i><hr><b>BIZU:</b> Posse e cautela = detenção. Porte e disparo = reclusão.
[PONTE] Qual é a escadinha lógica entre os arts. 12, 14 e 15?;O art. 12 pune ter irregularmente em local autorizado, o art. 14 pune circular ou manipular irregularmente fora desse contexto, e o art. 15 pune disparar em local habitado, adjacências, via pública ou direção dela.<br><br><i>Fonte: Lei nº 10.826/2003, arts. 12, 14 e 15</i><hr><b>BIZU:</b> Ter, carregar, disparar: a gravidade sobe conforme a ação avança.
[PONTE] Como a jurisprudência evita dois extremos nos crimes de arma?;Ela mantém a regra de perigo abstrato, dispensando prova de perigo concreto, mas admite exceções como arma absolutamente inapta por laudo e insignificância em ínfima quantidade de munição desacompanhada de arma.<br><br><i>Fonte: STF e STJ, conforme material</i><hr><b>BIZU:</b> Regra dura, exceção fina.
