Frente;Verso
As <b>Guardas Municipais</b> estão listadas nos incisos I a VI do art. 144?;<b>Não</b>. As Guardas Municipais não estão nos incisos I a VI do art. 144, mas são previstas no <b>art. 144, § 8º</b>, para proteção de bens, serviços e instalações municipais.<br><br><i>Fonte: Art. 144, § 8º, CF/88</i><hr><b>BIZU:</b> Guarda Municipal aparece no art. 144, mas não no rol dos incisos.
Os <b>Corpos de Bombeiros Civis</b> são órgãos de segurança pública previstos no art. 144?;<b>Não</b>. O art. 144 menciona <b>Corpos de Bombeiros Militares</b>, não corpos de bombeiros civis.<br><br><i>Fonte: Art. 144, V, CF/88</i><hr><b>BIZU:</b> Pegadinha clássica: bombeiro do art. 144 é <font color="#ff4444">militar</font>.
Os <b>agentes de trânsito</b> estão no rol dos incisos I a VI do art. 144?;<b>Não</b>. A segurança viária é tratada no <b>art. 144, § 10</b>, mas os agentes de trânsito não aparecem como órgão listado nos incisos I a VI.<br><br><i>Fonte: Art. 144, § 10, CF/88</i><hr><b>BIZU:</b> Trânsito tem previsão constitucional própria, mas não entra no Fe-Ro-Fe-Ci-Mi-Pe dos incisos.
Qual é a diferença entre estar nos <b>incisos do art. 144</b> e estar em <b>parágrafo do art. 144</b>?;Os incisos I a VI trazem o rol clássico dos órgãos de segurança pública. Os parágrafos tratam de atribuições, organização, guardas municipais, remuneração e segurança viária.<br><br><i>Fonte: Art. 144, CF/88</i><hr><b>BIZU:</b> Incisos listam órgãos centrais. Parágrafos explicam funções e regimes.
Segundo a ADI 2.575, qual era o entendimento do STF sobre o rol do art. 144?;Na <b>ADI 2.575</b>, o STF afirmou que o rol de órgãos encarregados da segurança pública previsto no art. 144, I a VI, seria <font color="#00e676">taxativo</font> e deveria ser observado pelos Estados e pelo Distrito Federal.<br><br><i>Fonte: STF, ADI 2.575</i><hr><b>BIZU:</b> ADI 2.575 = visão mais rígida: rol fechado.
O que significa dizer que o rol do art. 144 é <b>taxativo</b>?;Significa que os entes federativos não poderiam criar livremente novos órgãos de segurança pública fora daqueles previstos nos incisos I a VI do art. 144.<br><br><i>Fonte: STF, ADI 2.575</i><hr><b>BIZU:</b> Taxativo = fechado. Não cabe inventar novo órgão como se fosse inciso novo.
Qual foi a orientação do STF na ADI 6621/TO sobre polícia científica?;Na <b>ADI 6621/TO</b>, o STF adotou interpretação menos restritiva, admitindo que entes federativos criem <b>polícias científicas autônomas</b>, não necessariamente vinculadas à Polícia Civil do ponto de vista administrativo.<br><br><i>Fonte: STF, ADI 6621/TO</i><hr><b>BIZU:</b> ADI 6621 flexibiliza: polícia científica pode ter autonomia administrativa.
A ADI 6621/TO manteve uma leitura absolutamente fechada do rol do art. 144?;<b>Não</b>. A decisão flexibilizou a visão de taxatividade ao admitir a criação de polícia científica autônoma na organização administrativa estadual.<br><br><i>Fonte: STF, ADI 6621/TO</i><hr><b>BIZU:</b> Taxatividade virou tema com cuidado: há decisão rígida e decisão flexível.
Qual é a controvérsia atual sobre o rol de órgãos do art. 144?;Há decisões do STF em sentidos tensionados: uma linha considera o rol <b>taxativo</b>, outra admite maior flexibilidade, como no caso das <b>polícias científicas autônomas</b>.<br><br><i>Fonte: STF, ADI 2.575 e ADI 6621/TO</i><hr><b>BIZU:</b> Para prova, leia o enunciado. Se perguntar jurisprudência antiga ou banca conservadora, tende a taxativo. Se mencionar polícia científica, lembre da flexibilização.
Como a banca Cebraspe tratou o rol do art. 144 em questão da DPE/RS de 2022?;A Cebraspe considerou o rol de órgãos de segurança pública como <b>taxativo</b>, seguindo jurisprudência anterior do STF.<br><br><i>Fonte: Questão DPE/RS 2022 citada no material</i><hr><b>BIZU:</b> Cebraspe em 2022 cobrou a leitura tradicional: rol taxativo.
Se uma questão disser genericamente que o rol do art. 144 <b>não é taxativo</b>, sem mencionar polícia científica ou jurisprudência recente, qual cuidado tomar?;É preciso cautela, pois bancas podem adotar a posição tradicional de que o rol é <b>taxativo</b>. O material destaca que o tema é controverso e não pacificado.<br><br><i>Fonte: STF, ADI 2.575, ADI 6621/TO e questão DPE/RS 2022</i><hr><b>BIZU:</b> Sem contexto de flexibilização, pense no padrão conservador: rol taxativo.
Qual é a palavra-chave da posição tradicional sobre os órgãos do art. 144?;A palavra-chave é <font color="#ffeb3b">taxatividade</font>.<br><br><i>Fonte: STF, ADI 2.575</i><hr><b>BIZU:</b> Taxatividade = lista fechada dos incisos.
Qual é a palavra-chave da posição mais recente sobre polícia científica?;A palavra-chave é <font color="#ffeb3b">autonomia administrativa</font>, pois o STF admitiu polícia científica autônoma sem ofensa material à Constituição.<br><br><i>Fonte: STF, ADI 6621/TO</i><hr><b>BIZU:</b> Polícia científica é a exceção que amolece a rigidez do rol.
A criação de polícia científica autônoma significa que qualquer ente pode criar qualquer órgão de segurança pública?;<b>Não</b>. A decisão da ADI 6621/TO flexibiliza a organização da polícia científica, mas não autoriza criação irrestrita de qualquer órgão fora do modelo constitucional.<br><br><i>Fonte: STF, ADI 6621/TO</i><hr><b>BIZU:</b> Flexibilizar não é liberar geral.
A polícia científica autônoma precisa estar necessariamente subordinada à Polícia Civil?;<b>Não</b>. Segundo o STF, os Estados podem optar por dar autonomia formal aos institutos de criminalística ou integrá-los a outros órgãos, sem obrigação de subordinação à Polícia Civil.<br><br><i>Fonte: STF, ADI 6621/TO</i><hr><b>BIZU:</b> Polícia científica pode andar com autonomia administrativa.
Por que a discussão sobre polícia científica não deve ser confundida com criação ilimitada de órgãos policiais?;Porque o STF admitiu uma solução específica de organização administrativa ligada à perícia criminal, sem transformar o art. 144 em autorização geral para criação de qualquer órgão de segurança pública.<br><br><i>Fonte: STF, ADI 6621/TO</i><hr><b>BIZU:</b> A exceção é técnica e localizada. Não generalize.
Segundo o art. 144, § 9º, como é fixada a remuneração dos servidores policiais integrantes dos órgãos de segurança pública?;A remuneração é fixada na forma de <b>subsídio</b>, conforme o art. 39, § 4º, da CF/88.<br><br><i>Fonte: Art. 144, § 9º e art. 39, § 4º, CF/88</i><hr><b>BIZU:</b> Policial do art. 144 recebe por subsídio. Palavra de prova: parcela única.
Qual dispositivo constitucional relaciona os servidores policiais ao regime de subsídio?;O <b>art. 144, § 9º</b>, determina que a remuneração dos servidores policiais integrantes dos órgãos de segurança pública seja fixada na forma de subsídio, conforme o <b>art. 39, § 4º</b>.<br><br><i>Fonte: Art. 144, § 9º e art. 39, § 4º, CF/88</i><hr><b>BIZU:</b> Grave o par: 144, § 9º chama o 39, § 4º.
O que é <b>subsídio</b> na lógica constitucional de remuneração?;Subsídio é forma remuneratória fixada em <b>parcela única</b>, nos termos do art. 39, § 4º, da CF/88.<br><br><i>Fonte: Art. 39, § 4º, CF/88</i><hr><b>BIZU:</b> Subsídio = parcela única. Se a banca falar em vencimentos fragmentados como regra, cuidado.
A remuneração por subsídio vale para quais servidores no contexto do art. 144?;Vale para os <b>servidores policiais integrantes dos órgãos de segurança pública</b>.<br><br><i>Fonte: Art. 144, § 9º, CF/88</i><hr><b>BIZU:</b> O § 9º cola nos policiais dos órgãos de segurança pública.
Qual é a ponte entre o rol do art. 144 e a remuneração por subsídio?;O art. 144 primeiro lista os órgãos de segurança pública e, depois, no § 9º, determina que os servidores policiais integrantes desses órgãos sejam remunerados por subsídio.<br><br><i>Fonte: Art. 144, I a VI e § 9º, CF/88</i><hr><b>BIZU:</b> Primeiro descubra se é órgão do art. 144. Depois lembre do subsídio.
Qual é a principal pegadinha envolvendo o rol dos órgãos de segurança pública?;A pegadinha é inserir órgãos que não estão nos incisos do art. 144, como <font color="#ff4444">bombeiros civis</font>, ou trocar a natureza de órgãos previstos em parágrafos, como guardas municipais e agentes de trânsito.<br><br><i>Fonte: Art. 144, CF/88</i><hr><b>BIZU:</b> O inciso V fala em bombeiros militares. “Civil” na alternativa pode ser casca de banana.
Como memorizar os órgãos do art. 144 em ordem?;Use o mnemônico <font color="#ffeb3b">PF, PRF, PFF, PC, PM/CBM, PP</font>: Polícia Federal, Polícia Rodoviária Federal, Polícia Ferroviária Federal, Polícias Civis, Polícias Militares e Corpos de Bombeiros Militares, Polícias Penais.<br><br><i>Fonte: Art. 144, I a VI, CF/88</i><hr><b>BIZU:</b> Repetição bruta: PF, PRF, PFF, PC, PM/CBM, PP.
Qual é a diferença entre <b>Polícia Federal</b> e <b>Polícia Penal Federal</b> dentro do art. 144?;A <b>Polícia Federal</b> tem competências investigativas e repressivas específicas da União. A <b>Polícia Penal Federal</b> atua na segurança dos estabelecimentos penais federais.<br><br><i>Fonte: Art. 144, § 1º e § 5º-A, CF/88</i><hr><b>BIZU:</b> PF investiga. Polícia Penal guarda estabelecimento penal.
Qual é a diferença entre <b>Polícia Civil</b> e <b>Polícia Militar</b> no mapa dos órgãos do art. 144?;A <b>Polícia Civil</b> exerce polícia judiciária e apura infrações penais, exceto militares. A <b>Polícia Militar</b> exerce polícia ostensiva e preserva a ordem pública.<br><br><i>Fonte: Art. 144, § 4º e § 5º, CF/88</i><hr><b>BIZU:</b> Civil investiga. Militar ostensiva. Essa troca cai muito.
Qual é a diferença entre <b>Polícia Militar</b> e <b>Corpo de Bombeiros Militar</b> no art. 144?;A <b>Polícia Militar</b> atua na polícia ostensiva e preservação da ordem pública. O <b>Corpo de Bombeiros Militar</b>, além das atribuições legais, executa atividades de defesa civil.<br><br><i>Fonte: Art. 144, § 5º, CF/88</i><hr><b>BIZU:</b> PM = ordem ostensiva. Bombeiro Militar = defesa civil.
Qual é a ponte entre <b>taxatividade do rol</b> e <b>federalismo</b>?;A taxatividade limita a criação de novos órgãos de segurança pelos Estados e pelo DF, preservando um modelo nacional uniforme de segurança pública definido pela Constituição.<br><br><i>Fonte: Art. 144, CF/88 e STF, ADI 2.575</i><hr><b>BIZU:</b> Segurança pública tem espaço estadual, mas o desenho básico é constitucional.
Por que a ADI 6621/TO é importante para provas de segurança pública?;Porque demonstra que o STF admitiu certa flexibilidade na organização administrativa, permitindo polícia científica autônoma, o que relativiza a afirmação absoluta de que o rol do art. 144 é sempre fechado em qualquer contexto.<br><br><i>Fonte: STF, ADI 6621/TO</i><hr><b>BIZU:</b> Se a questão falar em polícia científica autônoma, lembre da flexibilização.
Em prova, qual resposta tende a ser mais segura quando a banca pergunta apenas se o rol do art. 144 é taxativo?;A resposta mais segura, especialmente em bancas que seguem a literalidade tradicional, é afirmar que o rol é <b>taxativo</b>, ressalvando que há jurisprudência recente flexibilizando casos específicos como a polícia científica.<br><br><i>Fonte: STF, ADI 2.575, ADI 6621/TO e questão DPE/RS 2022</i><hr><b>BIZU:</b> Resposta de prova: taxativo. Observação de professor: atenção à polícia científica.
Qual é o erro em dizer que a segurança pública é exercida por “polícias militares e corpos de bombeiros militares e civis”?;O erro está em incluir <font color="#ff4444">corpos de bombeiros civis</font>. A Constituição menciona <b>corpos de bombeiros militares</b>.<br><br><i>Fonte: Art. 144, V, CF/88</i><hr><b>BIZU:</b> Bombeiro civil é intruso no rol constitucional.
Qual é o erro em dizer que a Guarda Municipal está no mesmo inciso das Polícias Militares?;O erro é que as <b>Guardas Municipais</b> não estão nos incisos do art. 144. Elas aparecem no <b>§ 8º</b>, com destinação própria à proteção de bens, serviços e instalações municipais.<br><br><i>Fonte: Art. 144, § 8º, CF/88</i><hr><b>BIZU:</b> Guarda Municipal tem parágrafo próprio, não inciso próprio.
Qual é o erro em dizer que a Polícia Penal foi criada apenas por lei ordinária?;O erro é ignorar que a <b>Polícia Penal</b> foi constitucionalizada pela <font color="#ffeb3b">EC nº 104/2019</font>, entrando no art. 144, VI.<br><br><i>Fonte: EC nº 104/2019 e art. 144, VI, CF/88</i><hr><b>BIZU:</b> Polícia Penal subiu de patamar: está na Constituição.
